#Filename=F:\pcameron\3_Experimental\AFM\311024\Image00023.nid
#Date=31-10-2024
#Controller=096-20-046
#Scanhead=75-21-266.hed
#Cantilever=CP-qp-CONT-BSG-B-5
#Spring-Constant=0.128966N/m
#Deflection-Sensitivity=6.38e-09m/V
#SpecMode=Map
#SpecMap-Dim=0;2e-05;0;2e-05
#SpecMap-Size=3;3;0;0
#SpecMap-CurIndex=7
#SpecMap-PhaseCount=2

#Spec-Phase=0
#Spec-Name=Spec forward
#Spec-Points=8227
#Spec-SampleRate=0Hz
#Spec-Data=Z-Axis Sensor [m];Deflection [N];Z-Axis-Out [m]
-4.76711e-06;2.97745e-05;-6.15e-06
-4.76649e-06;-2.3143e-05;-6.14921e-06
-4.76594e-06;-9.73201e-06;-6.14842e-06
-4.76516e-06;4.31228e-06;-6.14762e-06
-4.76463e-06;0.000123838;-6.14683e-06
-4.76405e-06;9.21357e-05;-6.14604e-06
-4.76338e-06;7.01379e-05;-6.14525e-06
-4.76267e-06;-4.80278e-05;-6.14446e-06
-4.76191e-06;0.000100685;-6.14367e-06
-4.76136e-06;2.19701e-05;-6.14287e-06
-4.76073e-06;0.000156192;-6.14208e-06
-4.76015e-06;0.000310232;-6.14129e-06
-4.75969e-06;0.000166827;-6.1405e-06
-4.75895e-06;0.00014794;-6.13971e-06
-4.75856e-06;0.000205812;-6.13892e-06
-4.75805e-06;1.45568e-05;-6.13812e-06
-4.75721e-06;0.000236285;-6.13733e-06
-4.7564e-06;0.000333906;-6.13654e-06
-4.75603e-06;0.000258656;-6.13575e-06
-4.75522e-06;0.00011242;-6.13496e-06
-4.75438e-06;0.000227773;-6.13416e-06
-4.75373e-06;0.000318726;-6.13337e-06
-4.75297e-06;7.25221e-05;-6.13258e-06
-4.75233e-06;0.000292705;-6.13179e-06
-4.75147e-06;0.00010197;-6.131e-06
-4.7513e-06;0.00015947;-6.13021e-06
-4.7505e-06;0.000170925;-6.12941e-06
-4.74975e-06;0.000362926;-6.12862e-06
-4.74902e-06;0.000270725;-6.12783e-06
-4.74812e-06;0.000295517;-6.12704e-06
-4.74758e-06;0.000432067;-6.12625e-06
-4.74695e-06;0.000274805;-6.12546e-06
-4.74632e-06;0.000282944;-6.12466e-06
-4.74589e-06;0.000330926;-6.12387e-06
-4.74503e-06;0.000239936;-6.12308e-06
-4.74453e-06;0.000154869;-6.12229e-06
-4.74346e-06;6.39167e-05;-6.1215e-06
-4.74316e-06;0.000231889;-6.1207e-06
-4.74221e-06;8.79075e-05;-6.11991e-06
-4.74198e-06;0.000266646;-6.11912e-06
-4.74097e-06;0.000263517;-6.11833e-06
-4.74058e-06;0.000313752;-6.11754e-06
-4.7397e-06;0.000317329;-6.11675e-06
-4.73899e-06;0.000131828;-6.11595e-06
-4.73846e-06;0.00011309;-6.11516e-06
-4.73758e-06;0.000125961;-6.11437e-06
-4.73693e-06;0.000288178;-6.11358e-06
-4.7362e-06;0.000298125;-6.11279e-06
