#Filename=F:\pcameron\3_Experimental\AFM\311024\Image00023.nid
#Date=31-10-2024
#Controller=096-20-046
#Scanhead=75-21-266.hed
#Cantilever=CP-qp-CONT-BSG-B-5
#Spring-Constant=0.128966N/m
#Deflection-Sensitivity=6.38e-09m/V
#SpecMode=Map
#SpecMap-Dim=0;2e-05;0;2e-05
#SpecMap-Size=3;3;0;0
#SpecMap-CurIndex=3
#SpecMap-PhaseCount=2

#Spec-Phase=0
#Spec-Name=Spec forward
#Spec-Points=8432
#Spec-SampleRate=0Hz
#Spec-Data=Z-Axis Sensor [m];Deflection [N];Z-Axis-Out [m]
-4.76569e-06;-0.000122477;-6.15e-06
-4.76565e-06;0.000141533;-6.14921e-06
-4.76498e-06;8.63987e-05;-6.14842e-06
-4.76436e-06;0.000181747;-6.14762e-06
-4.76382e-06;0.00022334;-6.14683e-06
-4.7635e-06;0.000151181;-6.14604e-06
-4.76272e-06;6.39726e-05;-6.14525e-06
-4.76192e-06;0.000154273;-6.14446e-06
-4.76145e-06;0.000138143;-6.14367e-06
-4.76047e-06;0.000144569;-6.14287e-06
-4.75987e-06;0.000217528;-6.14208e-06
-4.7595e-06;0.000118213;-6.14129e-06
-4.75876e-06;0.00018253;-6.1405e-06
-4.75777e-06;0.000153398;-6.13971e-06
-4.75717e-06;0.000169286;-6.13892e-06
-4.75674e-06;0.00016517;-6.13812e-06
-4.75615e-06;0.000236118;-6.13733e-06
-4.75554e-06;0.000260015;-6.13654e-06
-4.75479e-06;0.000241389;-6.13575e-06
-4.75441e-06;0.000100126;-6.13496e-06
-4.75368e-06;0.000197803;-6.13416e-06
-4.75311e-06;0.000302893;-6.13337e-06
-4.75203e-06;0.000361361;-6.13258e-06
-4.75164e-06;0.000438344;-6.13179e-06
-4.75083e-06;0.000163605;-6.131e-06
-4.75057e-06;0.000101002;-6.13021e-06
-4.74964e-06;0.000310455;-6.12941e-06
-4.74906e-06;0.000131791;-6.12862e-06
-4.7481e-06;0.000122366;-6.12783e-06
-4.74765e-06;0.000153286;-6.12704e-06
-4.74706e-06;0.000116108;-6.12625e-06
-4.74644e-06;0.000227885;-6.12546e-06
-4.74553e-06;0.000203279;-6.12466e-06
-4.74492e-06;0.000318148;-6.12387e-06
-4.74429e-06;0.000248001;-6.12308e-06
-4.74367e-06;0.000293207;-6.12229e-06
-4.74299e-06;0.000156285;-6.1215e-06
-4.74235e-06;0.000233324;-6.1207e-06
-4.7418e-06;0.000197375;-6.11991e-06
-4.74134e-06;0.000187261;-6.11912e-06
-4.74035e-06;0.000291419;-6.11833e-06
-4.73979e-06;0.000279815;-6.11754e-06
-4.73904e-06;0.000364658;-6.11675e-06
-4.7382e-06;0.000307829;-6.11595e-06
-4.7376e-06;0.000356444;-6.11516e-06
-4.73668e-06;0.000303806;-6.11437e-06
-4.7362e-06;0.000271657;-6.11358e-06
-4.73545e-06;0.000192867;-6.11279e-06
-4.73503e-06;0.000265659;-6.112e-06
-4.734e-06;0.000388761;-6.1112e-06
-4.73339e-06;0.000282646;-6.11041e-06
-4.73282e-06;0.000312877;-6.10962e-06
-4.73189e-06;0.00044708;-6.10883e-06
-4.7313e-06;0.000229282;-6.10804e-06
-4.73041e-06;0.000353613;-6.10724e-06
-4.72995e-06;0.000205812;-6.10645e-06
-4.72917e-06;0.000247964;-6.10566e-06
-4.72859e-06;0.000205291;-6.10487e-06
-4.7282e-06;0.000219801;-6.10408e-06
-4.7276e-06;0.000265808;-6.10329e-06
-4.72692e-06;0.000249454;-6.10249e-06
-4.72645e-06;0.000186553;-6.1017e-06
-4.72529e-06;0.000367154;-6.10091e-06
-4.72451e-06;0.000194879;-6.10012e-06
-4.72395e-06;0.000226842;-6.09933e-06
