#Filename=G:\File_Exchange\Raoul_Paula\pdms_35t1_afm_041124\Image_00029_20241104_154610.nid
#Date=04-11-2024
#Controller=096-20-046
#Scanhead=75-21-266.hed
#Cantilever=CP-qp-CONT-BSG-B-5
#Spring-Constant=0.125959N/m
#Deflection-Sensitivity=6.4e-08m/V
#SpecMode=Map
#SpecMap-Dim=0;2e-05;0;2e-05
#SpecMap-Size=3;3;0;0
#SpecMap-CurIndex=6
#SpecMap-PhaseCount=2

#Spec-Phase=0
#Spec-Name=Spec forward
#Spec-Points=6689
#Spec-SampleRate=0Hz
#Spec-Data=Z-Axis Sensor [m];Deflection [V];Z-Axis-Out [m]
-4.14029e-06;0.000875415;-5.8941e-06
-4.13929e-06;0.000854982;-5.89312e-06
-4.13832e-06;0.000804467;-5.89215e-06
-4.13723e-06;0.000910191;-5.89117e-06
-4.13646e-06;0.000768034;-5.89019e-06
-4.13548e-06;0.000884542;-5.88922e-06
-4.13473e-06;0.000810018;-5.88824e-06
-4.13401e-06;0.000863736;-5.88726e-06
-4.13305e-06;0.000833618;-5.88629e-06
-4.13222e-06;0.000939677;-5.88531e-06
-4.13106e-06;0.000939416;-5.88433e-06
-4.13014e-06;0.00095184;-5.88336e-06
-4.12916e-06;0.000907453;-5.88238e-06
-4.12836e-06;0.000975924;-5.8814e-06
-4.12754e-06;0.00110555;-5.88043e-06
-4.12627e-06;0.000824211;-5.87945e-06
-4.12535e-06;0.000898158;-5.87847e-06
-4.12426e-06;0.000862023;-5.8775e-06
-4.12307e-06;0.000839802;-5.87652e-06
-4.12236e-06;0.000766153;-5.87554e-06
-4.12155e-06;0.000880687;-5.87457e-06
-4.12073e-06;0.000830954;-5.87359e-06
-4.11964e-06;0.000854516;-5.87261e-06
-4.11889e-06;0.000860048;-5.87164e-06
-4.11793e-06;0.000962755;-5.87066e-06
-4.11712e-06;0.00093068;-5.86968e-06
-4.11581e-06;0.000883648;-5.86871e-06
-4.11514e-06;0.000937758;-5.86773e-06
-4.11414e-06;0.000895401;-5.86675e-06
-4.11304e-06;0.000925725;-5.86578e-06
-4.11248e-06;0.000955397;-5.8648e-06
-4.1117e-06;0.00109683;-5.86382e-06
-4.11043e-06;0.00115172;-5.86284e-06
-4.10962e-06;0.00105989;-5.86187e-06
-4.10856e-06;0.00100044;-5.86089e-06
-4.10781e-06;0.00106202;-5.85991e-06
-4.10695e-06;0.00102232;-5.85894e-06
-4.10591e-06;0.000971137;-5.85796e-06
-4.1051e-06;0.00109767;-5.85698e-06
-4.10426e-06;0.000984846;-5.85601e-06
-4.10315e-06;0.000991756;-5.85503e-06
-4.10216e-06;0.00116228;-5.85405e-06
-4.10133e-06;0.00103141;-5.85308e-06
-4.1001e-06;0.00106958;-5.8521e-06
-4.09922e-06;0.000998797;-5.85112e-06
-4.09857e-06;0.00110495;-5.85015e-06
-4.09755e-06;0.00101379;-5.84917e-06
-4.09671e-06;0.000974024;-5.84819e-06
-4.09557e-06;0.00112736;-5.84722e-06
-4.0948e-06;0.0010367;-5.84624e-06
-4.09373e-06;0.00102938;-5.84526e-06
-4.09266e-06;0.00109267;-5.84429e-06
-4.09162e-06;0.00108848;-5.84331e-06
-4.09051e-06;0.00121941;-5.84233e-06
-4.09005e-06;0.0010142;-5.84136e-06
-4.08913e-06;0.00101707;-5.84038e-06
-4.08813e-06;0.00113516;-5.8394e-06
-4.08725e-06;0.00111892;-5.83843e-06
-4.0862e-06;0.00115435;-5.83745e-06
-4.08537e-06;0.00110692;-5.83647e-06
-4.08411e-06;0.00110432;-5.8355e-06
-4.08329e-06;0.00117895;-5.83452e-06
-4.08225e-06;0.00126866;-5.83354e-06
-4.08155e-06;0.00103944;-5.83257e-06
-4.08055e-06;0.00119121;-5.83159e-06
-4.07963e-06;0.00111937;-5.83061e-06
-4.07863e-06;0.00114216;-5.82964e-06
-4.07768e-06;0.0013147;-5.82866e-06
-4.07669e-06;0.00118251;-5.82768e-06
-4.07573e-06;0.0011417;-5.82671e-06
-4.07469e-06;0.00108342;-5.82573e-06
-4.07366e-06;0.00113294;-5.82475e-06
-4.07287e-06;0.00113674;-5.82378e-06
-4.07183e-06;0.0012657;-5.8228e-06
-4.07088e-06;0.00105209;-5.82182e-06
-4.07037e-06;0.00104508;-5.82085e-06
-4.06902e-06;0.00120013;-5.81987e-06
-4.06787e-06;0.00122611;-5.81889e-06
-4.06697e-06;0.00121041;-5.81792e-06
-4.06625e-06;0.00120102;-5.81694e-06
-4.0651e-06;0.00132202;-5.81596e-06
-4.06444e-06;0.00122345;-5.81499e-06
-4.06375e-06;0.00129686;-5.81401e-06
-4.06249e-06;0.00133873;-5.81303e-06
-4.06182e-06;0.00132575;-5.81206e-06
-4.06067e-06;0.00141342;-5.81108e-06
-4.05978e-06;0.00125318;-5.8101e-06
-4.05901e-06;0.00128874;-5.80913e-06
-4.0583e-06;0.00120773;-5.80815e-06
-4.057e-06;0.0012512;-5.80717e-06
-4.05597e-06;0.00129963;-5.8062e-06
-4.05543e-06;0.00120959;-5.80522e-06
-4.05406e-06;0.00136805;-5.80424e-06
-4.05311e-06;0.00134072;-5.80327e-06
-4.05195e-06;0.00135561;-5.80229e-06
-4.05134e-06;0.00120309;-5.80131e-06
-4.05039e-06;0.00131759;-5.80033e-06
-4.04937e-06;0.00118173;-5.79936e-06
-4.0485e-06;0.00132763;-5.79838e-06
-4.04751e-06;0.00128453;-5.7974e-06
-4.04646e-06;0.00140118;-5.79643e-06
-4.04536e-06;0.00134454;-5.79545e-06
-4.04447e-06;0.0014327;-5.79447e-06
-4.04328e-06;0.00130736;-5.7935e-06
-4.04239e-06;0.00139267;-5.79252e-06
-4.0418e-06;0.00141463;-5.79154e-06
-4.0405e-06;0.00141771;-5.79057e-06
-4.03996e-06;0.00132344;-5.78959e-06
-4.03897e-06;0.0013293;-5.78861e-06
-4.03775e-06;0.00138854;-5.78764e-06
-4.03732e-06;0.00143594;-5.78666e-06
-4.0364e-06;0.0013139;-5.78568e-06
-4.03508e-06;0.00141448;-5.78471e-06
-4.03395e-06;0.00149113;-5.78373e-06
-4.03303e-06;0.00159836;-5.78275e-06
-4.03234e-06;0.00156977;-5.78178e-06
-4.03153e-06;0.00154418;-5.7808e-06
-4.03076e-06;0.00154388;-5.77982e-06
-4.02961e-06;0.00156893;-5.77885e-06
-4.02857e-06;0.00154971;-5.77787e-06
-4.02755e-06;0.00167188;-5.77689e-06
-4.02674e-06;0.00145684;-5.77592e-06
-4.02568e-06;0.00157367;-5.77494e-06
-4.02434e-06;0.0015127;-5.77396e-06
-4.0234e-06;0.00164877;-5.77299e-06
-4.02265e-06;0.00151244;-5.77201e-06
-4.02169e-06;0.00170781;-5.77103e-06
-4.02082e-06;0.00171104;-5.77006e-06
-4.0201e-06;0.00172419;-5.76908e-06
-4.01907e-06;0.00154079;-5.7681e-06
-4.01794e-06;0.00154656;-5.76713e-06
-4.01738e-06;0.00151279;-5.76615e-06
-4.01642e-06;0.00158121;-5.76517e-06
-4.01549e-06;0.00153464;-5.7642e-06
-4.0148e-06;0.00166095;-5.76322e-06
-4.01336e-06;0.00154269;-5.76224e-06
-4.01247e-06;0.0015319;-5.76127e-06
-4.01152e-06;0.00163962;-5.76029e-06
-4.01043e-06;0.00184637;-5.75931e-06
-4.00983e-06;0.00176136;-5.75834e-06
-4.00856e-06;0.00169612;-5.75736e-06
-4.00763e-06;0.0016657;-5.75638e-06
-4.00675e-06;0.00166261;-5.75541e-06
-4.00565e-06;0.00171972;-5.75443e-06
-4.00493e-06;0.00163733;-5.75345e-06
-4.00403e-06;0.00189128;-5.75248e-06
-4.00301e-06;0.00167481;-5.7515e-06
-4.00199e-06;0.00169174;-5.75052e-06
-4.00106e-06;0.00178746;-5.74955e-06
-4e-06;0.00169332;-5.74857e-06
-3.99896e-06;0.0017256;-5.74759e-06
-3.99799e-06;0.00165693;-5.74662e-06
-3.99724e-06;0.00178716;-5.74564e-06
-3.99615e-06;0.00175458;-5.74466e-06
-3.99524e-06;0.00175555;-5.74369e-06
-3.99414e-06;0.00173724;-5.74271e-06
-3.99335e-06;0.00186219;-5.74173e-06
-3.99227e-06;0.00175622;-5.74076e-06
-3.9915e-06;0.00183524;-5.73978e-06
-3.99068e-06;0.00182108;-5.7388e-06
-3.98952e-06;0.00188111;-5.73783e-06
-3.98899e-06;0.00186459;-5.73685e-06
-3.98772e-06;0.00180687;-5.73587e-06
-3.98677e-06;0.00174773;-5.73489e-06
-3.98573e-06;0.00177813;-5.73392e-06
-3.98467e-06;0.00171986;-5.73294e-06
-3.98403e-06;0.00166963;-5.73196e-06
-3.98309e-06;0.00189376;-5.73099e-06
-3.9818e-06;0.00182605;-5.73001e-06
-3.98117e-06;0.00194182;-5.72903e-06
-3.98005e-06;0.00193355;-5.72806e-06
-3.97909e-06;0.00184658;-5.72708e-06
-3.97831e-06;0.00198036;-5.7261e-06
-3.97719e-06;0.00203858;-5.72513e-06
-3.97641e-06;0.00193928;-5.72415e-06
-3.97538e-06;0.00193787;-5.72317e-06
-3.97452e-06;0.00187934;-5.7222e-06
-3.97363e-06;0.00187377;-5.72122e-06
-3.97273e-06;0.00192014;-5.72024e-06
-3.97175e-06;0.00199114;-5.71927e-06
-3.97042e-06;0.00187819;-5.71829e-06
-3.96939e-06;0.00191626;-5.71731e-06
-3.96868e-06;0.00216243;-5.71634e-06
-3.96773e-06;0.00208794;-5.71536e-06
-3.96674e-06;0.00200835;-5.71438e-06
-3.96584e-06;0.00178738;-5.71341e-06
-3.96463e-06;0.00195966;-5.71243e-06
-3.96375e-06;0.00194198;-5.71145e-06
-3.96287e-06;0.00202111;-5.71048e-06
-3.9618e-06;0.00196339;-5.7095e-06
-3.96103e-06;0.00191347;-5.70852e-06
-3.95984e-06;0.00198939;-5.70755e-06
-3.95909e-06;0.0019071;-5.70657e-06
-3.95806e-06;0.00194316;-5.70559e-06
-3.9572e-06;0.00196093;-5.70462e-06
-3.95649e-06;0.00198611;-5.70364e-06
-3.95562e-06;0.00193545;-5.70266e-06
-3.95421e-06;0.00196147;-5.70169e-06
-3.95362e-06;0.00217496;-5.70071e-06
-3.95269e-06;0.00198218;-5.69973e-06
-3.95149e-06;0.00210688;-5.69876e-06
-3.95039e-06;0.00217306;-5.69778e-06
-3.94953e-06;0.00222999;-5.6968e-06
-3.94858e-06;0.0020923;-5.69583e-06
-3.94773e-06;0.00214896;-5.69485e-06
-3.94671e-06;0.00220028;-5.69387e-06
-3.94558e-06;0.00215122;-5.6929e-06
-3.94463e-06;0.00216785;-5.69192e-06
-3.9435e-06;0.00231334;-5.69094e-06
-3.94251e-06;0.00234854;-5.68997e-06
-3.94195e-06;0.00202461;-5.68899e-06
-3.9408e-06;0.00217973;-5.68801e-06
-3.94005e-06;0.00208392;-5.68704e-06
-3.93893e-06;0.00234048;-5.68606e-06
-3.93787e-06;0.00224161;-5.68508e-06
-3.93703e-06;0.0022035;-5.68411e-06
-3.93629e-06;0.00232921;-5.68313e-06
-3.93523e-06;0.00232703;-5.68215e-06
-3.93441e-06;0.00244339;-5.68118e-06
-3.93326e-06;0.00231666;-5.6802e-06
-3.93242e-06;0.00229831;-5.67922e-06
-3.93151e-06;0.00232893;-5.67825e-06
-3.93044e-06;0.00225768;-5.67727e-06
-3.92944e-06;0.00222701;-5.67629e-06
-3.92833e-06;0.00226975;-5.67532e-06
-3.92759e-06;0.00227445;-5.67434e-06
-3.92633e-06;0.00220683;-5.67336e-06
-3.92555e-06;0.0023098;-5.67238e-06
-3.92435e-06;0.00237348;-5.67141e-06
-3.92357e-06;0.00235113;-5.67043e-06
-3.92289e-06;0.00220484;-5.66945e-06
-3.92179e-06;0.00220641;-5.66848e-06
-3.92074e-06;0.00221987;-5.6675e-06
-3.91965e-06;0.0022116;-5.66652e-06
-3.91879e-06;0.00221382;-5.66555e-06
-3.91828e-06;0.00217869;-5.66457e-06
-3.91714e-06;0.00222758;-5.66359e-06
-3.91608e-06;0.00225923;-5.66262e-06
-3.91539e-06;0.00215107;-5.66164e-06
-3.91413e-06;0.00238319;-5.66066e-06
-3.91337e-06;0.00227825;-5.65969e-06
-3.91236e-06;0.00227983;-5.65871e-06
-3.91137e-06;0.00219264;-5.65773e-06
-3.91038e-06;0.00227009;-5.65676e-06
-3.90934e-06;0.00230628;-5.65578e-06
-3.90824e-06;0.00215794;-5.6548e-06
-3.90717e-06;0.00223028;-5.65383e-06
-3.90644e-06;0.00213861;-5.65285e-06
-3.90524e-06;0.00230852;-5.65187e-06
-3.90423e-06;0.00229542;-5.6509e-06
-3.90332e-06;0.0024454;-5.64992e-06
-3.9024e-06;0.00230473;-5.64894e-06
-3.90129e-06;0.00219581;-5.64797e-06
-3.90062e-06;0.00235121;-5.64699e-06
-3.89965e-06;0.00235296;-5.64601e-06
-3.89896e-06;0.00237777;-5.64504e-06
-3.89768e-06;0.00230548;-5.64406e-06
-3.89697e-06;0.00222378;-5.64308e-06
-3.89603e-06;0.00250294;-5.64211e-06
-3.895e-06;0.00250439;-5.64113e-06
-3.89414e-06;0.00237008;-5.64015e-06
-3.89303e-06;0.00245242;-5.63918e-06
-3.89225e-06;0.0023926;-5.6382e-06
-3.8913e-06;0.00237851;-5.63722e-06
