#Filename=G:\File_Exchange\Raoul_Paula\pdms_35t1_afm_041124\Image_00031_20241104.nid
#Date=04-11-2024
#Controller=096-20-046
#Scanhead=75-21-266.hed
#Cantilever=CP-qp-CONT-BSG-B-5
#Spring-Constant=0.125959N/m
#Deflection-Sensitivity=5e-09m/V
#SpecMode=Map
#SpecMap-Dim=-1e-05;1e-05;-1e-05;1e-05
#SpecMap-Size=3;3;0;0
#SpecMap-CurIndex=3
#SpecMap-PhaseCount=2

#Spec-Phase=0
#Spec-Name=Spec forward
#Spec-Points=10240
#Spec-SampleRate=0Hz
#Spec-Data=Z-Axis Sensor [m];Deflection [N];Z-Axis-Out [m]
-1.60597e-06;0.0028063;-3.59314e-06
-1.6049e-06;0.00281146;-3.59216e-06
-1.604e-06;0.00286501;-3.59119e-06
-1.60328e-06;0.0029251;-3.59021e-06
-1.60219e-06;0.00277406;-3.58923e-06
-1.60132e-06;0.00284206;-3.58826e-06
-1.60044e-06;0.00281619;-3.58728e-06
-1.59907e-06;0.00278115;-3.5863e-06
-1.59815e-06;0.00294644;-3.58533e-06
-1.59755e-06;0.00307964;-3.58435e-06
-1.59661e-06;0.00296285;-3.58337e-06
-1.59569e-06;0.0031844;-3.5824e-06
-1.5948e-06;0.00304889;-3.58142e-06
-1.5938e-06;0.00304055;-3.58044e-06
-1.59271e-06;0.00304451;-3.57947e-06
-1.59186e-06;0.00314115;-3.57849e-06
-1.59082e-06;0.00298735;-3.57751e-06
-1.58994e-06;0.00309013;-3.57654e-06
-1.58896e-06;0.00309914;-3.57556e-06
-1.58791e-06;0.00313716;-3.57458e-06
-1.58712e-06;0.00318714;-3.57361e-06
-1.5862e-06;0.00310784;-3.57263e-06
-1.58523e-06;0.00309121;-3.57165e-06
-1.58406e-06;0.00320477;-3.57068e-06
-1.58325e-06;0.00332328;-3.5697e-06
-1.58233e-06;0.00321196;-3.56872e-06
-1.58121e-06;0.00361657;-3.56775e-06
-1.58028e-06;0.00338495;-3.56677e-06
-1.57932e-06;0.00346538;-3.56579e-06
-1.57823e-06;0.00339219;-3.56482e-06
-1.57732e-06;0.0033593;-3.56384e-06
-1.57644e-06;0.00334671;-3.56286e-06
-1.5753e-06;0.0034214;-3.56189e-06
-1.57448e-06;0.00335144;-3.56091e-06
-1.57361e-06;0.0033924;-3.55993e-06
-1.57288e-06;0.00340607;-3.55896e-06
-1.5717e-06;0.00358727;-3.55798e-06
-1.57067e-06;0.00342252;-3.557e-06
-1.56954e-06;0.00355909;-3.55603e-06
-1.56854e-06;0.00352679;-3.55505e-06
-1.56758e-06;0.00343381;-3.55407e-06
-1.56688e-06;0.00354786;-3.5531e-06
-1.56613e-06;0.00351036;-3.55212e-06
-1.56521e-06;0.00354163;-3.55114e-06
-1.5642e-06;0.00363492;-3.55017e-06
-1.56318e-06;0.00367269;-3.54919e-06
-1.56183e-06;0.00369661;-3.54821e-06
-1.56149e-06;0.00375854;-3.54724e-06
-1.56041e-06;0.00346679;-3.54626e-06
-1.55914e-06;0.00366313;-3.54528e-06
-1.5582e-06;0.00364261;-3.54431e-06
-1.55739e-06;0.00366161;-3.54333e-06
-1.55597e-06;0.00359034;-3.54235e-06
-1.55522e-06;0.00365859;-3.54138e-06
-1.55442e-06;0.0035811;-3.5404e-06
-1.55343e-06;0.00357678;-3.53942e-06
-1.55235e-06;0.00370897;-3.53845e-06
-1.55145e-06;0.00377053;-3.53747e-06
-1.55057e-06;0.00353443;-3.53649e-06
-1.55007e-06;0.00366088;-3.53552e-06
-1.54868e-06;0.00372287;-3.53454e-06
-1.5478e-06;0.00381794;-3.53356e-06
-1.54695e-06;0.00379516;-3.53259e-06
-1.54594e-06;0.00372924;-3.53161e-06
-1.54493e-06;0.00380881;-3.53063e-06
-1.5437e-06;0.0038169;-3.52966e-06
-1.54295e-06;0.00372272;-3.52868e-06
-1.54191e-06;0.00372255;-3.5277e-06
-1.5408e-06;0.0037252;-3.52673e-06
-1.53997e-06;0.00372632;-3.52575e-06
-1.53923e-06;0.00368929;-3.52477e-06
-1.53815e-06;0.00383681;-3.5238e-06
-1.53698e-06;0.00400497;-3.52282e-06
-1.53634e-06;0.00370108;-3.52184e-06
-1.53511e-06;0.00365879;-3.52087e-06
-1.53443e-06;0.00410643;-3.51989e-06
-1.53308e-06;0.00372013;-3.51891e-06
-1.53228e-06;0.00378795;-3.51794e-06
-1.53141e-06;0.00374453;-3.51696e-06
-1.53038e-06;0.00394657;-3.51598e-06
-1.52935e-06;0.00385681;-3.51501e-06
-1.52815e-06;0.00389123;-3.51403e-06
-1.52734e-06;0.00389319;-3.51305e-06
-1.52662e-06;0.00399267;-3.51208e-06
-1.52565e-06;0.00379767;-3.5111e-06
-1.52457e-06;0.00389066;-3.51012e-06
-1.52348e-06;0.00395319;-3.50915e-06
-1.52266e-06;0.00404375;-3.50817e-06
-1.52162e-06;0.00396974;-3.50719e-06
-1.52073e-06;0.00397751;-3.50622e-06
-1.51973e-06;0.00413964;-3.50524e-06
-1.51899e-06;0.00408895;-3.50426e-06
-1.51799e-06;0.00403227;-3.50329e-06
-1.51693e-06;0.00405733;-3.50231e-06
-1.51607e-06;0.00393998;-3.50133e-06
-1.5149e-06;0.00398656;-3.50036e-06
-1.51382e-06;0.00421442;-3.49938e-06
-1.51291e-06;0.00399297;-3.4984e-06
-1.51208e-06;0.00411844;-3.49743e-06
-1.51123e-06;0.00400003;-3.49645e-06
-1.51017e-06;0.00416467;-3.49547e-06
-1.50918e-06;0.00414806;-3.4945e-06
-1.50812e-06;0.00421373;-3.49352e-06
-1.50728e-06;0.00409741;-3.49254e-06
-1.50639e-06;0.00416281;-3.49157e-06
-1.50531e-06;0.00415513;-3.49059e-06
-1.50446e-06;0.004157;-3.48961e-06
-1.5032e-06;0.0040802;-3.48864e-06
-1.50219e-06;0.00428453;-3.48766e-06
-1.50126e-06;0.00412477;-3.48668e-06
-1.50036e-06;0.00407988;-3.48571e-06
-1.49934e-06;0.00418808;-3.48473e-06
-1.49845e-06;0.00396105;-3.48375e-06
-1.49736e-06;0.00421275;-3.48278e-06
-1.4966e-06;0.0042304;-3.4818e-06
-1.49564e-06;0.00425814;-3.48082e-06
-1.4946e-06;0.00431549;-3.47985e-06
-1.49343e-06;0.00435045;-3.47887e-06
-1.49253e-06;0.00415506;-3.47789e-06
-1.49177e-06;0.00423951;-3.47692e-06
-1.49088e-06;0.00428075;-3.47594e-06
-1.48985e-06;0.00402024;-3.47496e-06
-1.48883e-06;0.00418801;-3.47399e-06
-1.48789e-06;0.00422966;-3.47301e-06
-1.48711e-06;0.0041705;-3.47203e-06
-1.48577e-06;0.00408415;-3.47106e-06
-1.48497e-06;0.00399135;-3.47008e-06
-1.48408e-06;0.00422655;-3.4691e-06
-1.48318e-06;0.00419879;-3.46813e-06
-1.48209e-06;0.00415249;-3.46715e-06
-1.48138e-06;0.00418142;-3.46617e-06
-1.4801e-06;0.00417013;-3.4652e-06
-1.47941e-06;0.00429439;-3.46422e-06
-1.47814e-06;0.00434872;-3.46324e-06
-1.47696e-06;0.00428841;-3.46227e-06
-1.47618e-06;0.0042337;-3.46129e-06
-1.47501e-06;0.00433792;-3.46031e-06
-1.474e-06;0.00422582;-3.45934e-06
-1.47321e-06;0.0040037;-3.45836e-06
-1.47234e-06;0.00434438;-3.45738e-06
-1.47153e-06;0.00422323;-3.45641e-06
-1.47061e-06;0.00435598;-3.45543e-06
-1.46929e-06;0.00412285;-3.45445e-06
-1.46854e-06;0.00441404;-3.45348e-06
-1.46741e-06;0.00426514;-3.4525e-06
-1.46623e-06;0.00438986;-3.45152e-06
-1.46508e-06;0.0043349;-3.45055e-06
-1.46432e-06;0.00436045;-3.44957e-06
-1.46322e-06;0.00426829;-3.44859e-06
