#Filename=G:\File_Exchange\Raoul_Paula\pdms_35t1_afm_041124\Image_00031_20241104.nid
#Date=04-11-2024
#Controller=096-20-046
#Scanhead=75-21-266.hed
#Cantilever=CP-qp-CONT-BSG-B-5
#Spring-Constant=0.125959N/m
#Deflection-Sensitivity=5e-09m/V
#SpecMode=Map
#SpecMap-Dim=-1e-05;1e-05;-1e-05;1e-05
#SpecMap-Size=3;3;0;0
#SpecMap-CurIndex=5
#SpecMap-PhaseCount=2

#Spec-Phase=0
#Spec-Name=Spec forward
#Spec-Points=10240
#Spec-SampleRate=0Hz
#Spec-Data=Z-Axis Sensor [m];Deflection [N];Z-Axis-Out [m]
-1.80862e-06;1.12512e-05;-3.85e-06
-1.80797e-06;4.26368e-05;-3.84902e-06
-1.80733e-06;8.61855e-05;-3.84805e-06
-1.80649e-06;0.000115112;-3.84707e-06
-1.80552e-06;8.54031e-05;-3.84609e-06
-1.80501e-06;-2.59458e-05;-3.84512e-06
-1.80416e-06;-4.99739e-05;-3.84414e-06
-1.80315e-06;0.000150279;-3.84316e-06
-1.80251e-06;7.77104e-05;-3.84219e-06
-1.80148e-06;0.000146256;-3.84121e-06
-1.80086e-06;0.000232832;-3.84023e-06
-1.80006e-06;0.000141636;-3.83926e-06
-1.79892e-06;0.000235272;-3.83828e-06
-1.79872e-06;0.000214857;-3.8373e-06
-1.79772e-06;6.27348e-05;-3.83633e-06
-1.7964e-06;0.000152309;-3.83535e-06
-1.7962e-06;6.72424e-05;-3.83437e-06
-1.79536e-06;0.000199174;-3.8334e-06
-1.79448e-06;0.000282415;-3.83242e-06
-1.79371e-06;0.000523535;-3.83144e-06
-1.79277e-06;0.000241958;-3.83047e-06
-1.79191e-06;0.000334886;-3.82949e-06
-1.79108e-06;0.000297801;-3.82851e-06
-1.79013e-06;0.000430309;-3.82754e-06
-1.78912e-06;0.000409187;-3.82656e-06
-1.78862e-06;0.000497681;-3.82558e-06
-1.78764e-06;0.000445378;-3.82461e-06
-1.78696e-06;0.000373703;-3.82363e-06
-1.78632e-06;0.000521728;-3.82265e-06
-1.78534e-06;0.000649002;-3.82168e-06
-1.7844e-06;0.000467543;-3.8207e-06
-1.78374e-06;0.000766964;-3.81972e-06
-1.78276e-06;0.000597128;-3.81875e-06
-1.7823e-06;0.000630115;-3.81777e-06
-1.7815e-06;0.000442584;-3.81679e-06
-1.78039e-06;0.000640602;-3.81582e-06
-1.77969e-06;0.000588988;-3.81484e-06
-1.77859e-06;0.000789558;-3.81386e-06
-1.77765e-06;0.000556187;-3.81289e-06
-1.77701e-06;0.000696239;-3.81191e-06
-1.7763e-06;0.000627228;-3.81093e-06
-1.77522e-06;0.000754447;-3.80996e-06
-1.77458e-06;0.000754242;-3.80898e-06
-1.77355e-06;0.000777562;-3.808e-06
-1.773e-06;0.000857674;-3.80703e-06
-1.77225e-06;0.000677389;-3.80605e-06
-1.77147e-06;0.000822899;-3.80507e-06
-1.77058e-06;0.000714232;-3.8041e-06
-1.76966e-06;0.000743029;-3.80312e-06
-1.76869e-06;0.000764021;-3.80214e-06
-1.76788e-06;0.000927002;-3.80117e-06
-1.76716e-06;0.00086397;-3.80019e-06
-1.76667e-06;0.000926276;-3.79921e-06
-1.76545e-06;0.00123298;-3.79824e-06
-1.76452e-06;0.000709874;-3.79726e-06
-1.76397e-06;0.000979864;-3.79628e-06
-1.7628e-06;0.00103025;-3.79531e-06
-1.76225e-06;0.000896157;-3.79433e-06
-1.76126e-06;0.000853558;-3.79335e-06
-1.76018e-06;0.000979268;-3.79238e-06
-1.75957e-06;0.00109162;-3.7914e-06
-1.75869e-06;0.000873991;-3.79042e-06
-1.75788e-06;0.00099361;-3.78945e-06
-1.75681e-06;0.000914802;-3.78847e-06
-1.75633e-06;0.000914262;-3.78749e-06
-1.75526e-06;0.0010925;-3.78652e-06
-1.75458e-06;0.00104886;-3.78554e-06
-1.75372e-06;0.000947398;-3.78456e-06
-1.7529e-06;0.000832994;-3.78359e-06
-1.75199e-06;0.000965559;-3.78261e-06
-1.75132e-06;0.00108186;-3.78163e-06
-1.75038e-06;0.000944399;-3.78066e-06
-1.74923e-06;0.00117537;-3.77968e-06
-1.74864e-06;0.00108345;-3.7787e-06
-1.74784e-06;0.0010686;-3.77773e-06
-1.74709e-06;0.00129707;-3.77675e-06
-1.74607e-06;0.00102075;-3.77577e-06
-1.74519e-06;0.0012219;-3.7748e-06
-1.7444e-06;0.00129894;-3.77382e-06
-1.74331e-06;0.00139097;-3.77284e-06
-1.74266e-06;0.00124278;-3.77187e-06
-1.74195e-06;0.00127513;-3.77089e-06
