#Filename=G:\File_Exchange\Raoul_Paula\pdms_35t1_afm_041124\Image_00029_20241104_154610.nid
#Date=04-11-2024
#Controller=096-20-046
#Scanhead=75-21-266.hed
#Cantilever=CP-qp-CONT-BSG-B-5
#Spring-Constant=0.125959N/m
#Deflection-Sensitivity=6.4e-08m/V
#SpecMode=Map
#SpecMap-Dim=0;2e-05;0;2e-05
#SpecMap-Size=3;3;0;0
#SpecMap-CurIndex=3
#SpecMap-PhaseCount=2

#Spec-Phase=0
#Spec-Name=Spec forward
#Spec-Points=6457
#Spec-SampleRate=0Hz
#Spec-Data=Z-Axis Sensor [m];Deflection [V];Z-Axis-Out [m]
-4.04711e-06;0.00157488;-5.78963e-06
-4.04631e-06;0.00150586;-5.78865e-06
-4.04512e-06;0.00147085;-5.78767e-06
-4.04432e-06;0.00159637;-5.7867e-06
-4.04313e-06;0.00151129;-5.78572e-06
-4.0425e-06;0.00154193;-5.78474e-06
-4.04164e-06;0.00157123;-5.78377e-06
-4.04062e-06;0.00154871;-5.78279e-06
-4.03963e-06;0.00162865;-5.78181e-06
-4.03881e-06;0.00173527;-5.78084e-06
-4.0381e-06;0.0015159;-5.77986e-06
-4.03704e-06;0.00151855;-5.77888e-06
-4.03602e-06;0.00159162;-5.77791e-06
-4.0354e-06;0.00156912;-5.77693e-06
-4.03445e-06;0.00161628;-5.77595e-06
-4.03323e-06;0.00160781;-5.77498e-06
-4.03224e-06;0.00173622;-5.774e-06
-4.03127e-06;0.00158521;-5.77302e-06
-4.03074e-06;0.00158378;-5.77205e-06
-4.02942e-06;0.00161936;-5.77107e-06
-4.02848e-06;0.00157801;-5.77009e-06
-4.02756e-06;0.00151773;-5.76912e-06
-4.0266e-06;0.00167429;-5.76814e-06
-4.02589e-06;0.00159712;-5.76716e-06
-4.02465e-06;0.00165605;-5.76619e-06
-4.02374e-06;0.00167263;-5.76521e-06
-4.02264e-06;0.00169695;-5.76423e-06
-4.02184e-06;0.00170962;-5.76326e-06
-4.02079e-06;0.00166257;-5.76228e-06
-4.01986e-06;0.00165005;-5.7613e-06
-4.01905e-06;0.00158529;-5.76033e-06
-4.01772e-06;0.00158238;-5.75935e-06
-4.01711e-06;0.00182799;-5.75837e-06
-4.01631e-06;0.00157046;-5.7574e-06
-4.01527e-06;0.00179957;-5.75642e-06
-4.01437e-06;0.00158031;-5.75544e-06
-4.01313e-06;0.00178603;-5.75447e-06
-4.01218e-06;0.00165558;-5.75349e-06
-4.01141e-06;0.00160166;-5.75251e-06
-4.01007e-06;0.00176537;-5.75154e-06
-4.00919e-06;0.00174827;-5.75056e-06
-4.00826e-06;0.00164379;-5.74958e-06
-4.00738e-06;0.00167328;-5.74861e-06
-4.00638e-06;0.00163793;-5.74763e-06
-4.00571e-06;0.00171029;-5.74665e-06
-4.00488e-06;0.00163539;-5.74568e-06
-4.00364e-06;0.0017018;-5.7447e-06
-4.00281e-06;0.00177431;-5.74372e-06
-4.00188e-06;0.00179564;-5.74275e-06
-4.00081e-06;0.00175084;-5.74177e-06
-4.00001e-06;0.00166909;-5.74079e-06
-3.99887e-06;0.00186865;-5.73982e-06
-3.99783e-06;0.00182199;-5.73884e-06
-3.99725e-06;0.00178042;-5.73786e-06
-3.99619e-06;0.00192006;-5.73689e-06
-3.99518e-06;0.00197045;-5.73591e-06
-3.99404e-06;0.00199082;-5.73494e-06
-3.99323e-06;0.00198542;-5.73396e-06
-3.99239e-06;0.00193887;-5.73298e-06
-3.99116e-06;0.00187975;-5.73201e-06
-3.99013e-06;0.00204905;-5.73103e-06
-3.98959e-06;0.00196314;-5.73005e-06
-3.98844e-06;0.0021859;-5.72908e-06
-3.98775e-06;0.00211532;-5.7281e-06
-3.98656e-06;0.0019293;-5.72712e-06
-3.98533e-06;0.00194554;-5.72615e-06
-3.98465e-06;0.00207224;-5.72517e-06
-3.9836e-06;0.00203923;-5.72419e-06
-3.98292e-06;0.00189473;-5.72322e-06
-3.9819e-06;0.00205082;-5.72224e-06
-3.98041e-06;0.00193768;-5.72126e-06
-3.98004e-06;0.00204974;-5.72029e-06
-3.9792e-06;0.00196788;-5.71931e-06
-3.97786e-06;0.00223667;-5.71833e-06
-3.97715e-06;0.00197099;-5.71736e-06
-3.97592e-06;0.00216371;-5.71638e-06
-3.97505e-06;0.0021371;-5.7154e-06
-3.97447e-06;0.00196806;-5.71443e-06
-3.97321e-06;0.00193561;-5.71345e-06
-3.9722e-06;0.00215701;-5.71247e-06
-3.97115e-06;0.002194;-5.7115e-06
-3.97022e-06;0.0020264;-5.71052e-06
-3.96926e-06;0.00217975;-5.70954e-06
-3.96816e-06;0.00204788;-5.70857e-06
-3.96716e-06;0.00211724;-5.70759e-06
-3.96651e-06;0.00196955;-5.70661e-06
-3.96556e-06;0.00206527;-5.70564e-06
-3.96477e-06;0.00208314;-5.70466e-06
-3.96349e-06;0.00215652;-5.70368e-06
-3.96283e-06;0.00219532;-5.70271e-06
-3.96158e-06;0.0021704;-5.70173e-06
-3.96095e-06;0.00229648;-5.70075e-06
-3.95988e-06;0.00228426;-5.69978e-06
-3.95889e-06;0.00220752;-5.6988e-06
-3.95807e-06;0.0023399;-5.69782e-06
-3.95717e-06;0.00229283;-5.69685e-06
-3.95601e-06;0.00223988;-5.69587e-06
-3.9551e-06;0.00212771;-5.69489e-06
-3.95413e-06;0.00217835;-5.69392e-06
-3.95301e-06;0.00216861;-5.69294e-06
-3.95226e-06;0.00226912;-5.69196e-06
