#Filename=G:\File_Exchange\Raoul_Paula\pdms_35t1_afm_041124\Image_00029_20241104_154610.nid
#Date=04-11-2024
#Controller=096-20-046
#Scanhead=75-21-266.hed
#Cantilever=CP-qp-CONT-BSG-B-5
#Spring-Constant=0.125959N/m
#Deflection-Sensitivity=6.4e-08m/V
#SpecMode=Map
#SpecMap-Dim=0;2e-05;0;2e-05
#SpecMap-Size=3;3;0;0
#SpecMap-CurIndex=7
#SpecMap-PhaseCount=2

#Spec-Phase=0
#Spec-Name=Spec forward
#Spec-Points=6660
#Spec-SampleRate=0Hz
#Spec-Data=Z-Axis Sensor [m];Deflection [V];Z-Axis-Out [m]
-4.21532e-06;0.000283504;-5.97616e-06
-4.21418e-06;0.000443133;-5.97519e-06
-4.21342e-06;0.000562398;-5.97421e-06
-4.21237e-06;0.000474183;-5.97323e-06
-4.21144e-06;0.000389116;-5.97226e-06
-4.2107e-06;0.000510821;-5.97128e-06
-4.20959e-06;0.000469638;-5.9703e-06
-4.20876e-06;0.000471706;-5.96933e-06
-4.20788e-06;0.000558542;-5.96835e-06
-4.20687e-06;0.00056698;-5.96737e-06
-4.20596e-06;0.000532633;-5.9664e-06
-4.2052e-06;0.000585718;-5.96542e-06
-4.2042e-06;0.000429926;-5.96444e-06
-4.20335e-06;0.00060088;-5.96347e-06
-4.20262e-06;0.000503445;-5.96249e-06
-4.20153e-06;0.000625337;-5.96151e-06
-4.20039e-06;0.000666054;-5.96054e-06
-4.19938e-06;0.000571916;-5.95956e-06
-4.1986e-06;0.000627385;-5.95858e-06
-4.198e-06;0.000528628;-5.95761e-06
-4.19689e-06;0.000623045;-5.95663e-06
-4.19594e-06;0.000569997;-5.95565e-06
-4.1947e-06;0.000727987;-5.95468e-06
-4.19406e-06;0.000411449;-5.9537e-06
-4.19317e-06;0.000416702;-5.95272e-06
-4.19229e-06;0.000620587;-5.95175e-06
-4.1912e-06;0.000643944;-5.95077e-06
-4.19038e-06;0.000562118;-5.94979e-06
-4.18987e-06;0.000481224;-5.94882e-06
-4.18885e-06;0.000589443;-5.94784e-06
-4.18785e-06;0.000426797;-5.94686e-06
-4.18726e-06;0.000569588;-5.94589e-06
-4.18599e-06;0.000454923;-5.94491e-06
-4.18512e-06;0.000518383;-5.94393e-06
-4.18402e-06;0.000665775;-5.94296e-06
-4.18289e-06;0.000662478;-5.94198e-06
-4.18211e-06;0.00062122;-5.941e-06
-4.18128e-06;0.00053498;-5.94003e-06
-4.18015e-06;0.000641784;-5.93905e-06
-4.17935e-06;0.000622245;-5.93807e-06
-4.1786e-06;0.00067194;-5.9371e-06
-4.17762e-06;0.000594584;-5.93612e-06
-4.17677e-06;0.000744676;-5.93514e-06
-4.17563e-06;0.000749333;-5.93417e-06
-4.17469e-06;0.000758721;-5.93319e-06
-4.17416e-06;0.000696508;-5.93221e-06
-4.17291e-06;0.000758665;-5.93124e-06
-4.17193e-06;0.000613471;-5.93026e-06
-4.17128e-06;0.000911886;-5.92928e-06
-4.17002e-06;0.000778483;-5.92831e-06
-4.1691e-06;0.000770343;-5.92733e-06
-4.16851e-06;0.000648228;-5.92635e-06
-4.16744e-06;0.00067058;-5.92538e-06
-4.16639e-06;0.000793925;-5.9244e-06
-4.16563e-06;0.000599669;-5.92342e-06
-4.16459e-06;0.000723219;-5.92245e-06
-4.16417e-06;0.000705747;-5.92147e-06
-4.16297e-06;0.000638785;-5.9205e-06
-4.16236e-06;0.00051898;-5.91952e-06
-4.1613e-06;0.000633067;-5.91854e-06
-4.16014e-06;0.000592181;-5.91757e-06
-4.15909e-06;0.000532521;-5.91659e-06
-4.15805e-06;0.000651022;-5.91561e-06
-4.15754e-06;0.000608182;-5.91464e-06
-4.15648e-06;0.000526579;-5.91366e-06
-4.15559e-06;0.00066421;-5.91268e-06
-4.15444e-06;0.000723219;-5.91171e-06
-4.1535e-06;0.000744788;-5.91073e-06
-4.15292e-06;0.000784649;-5.90975e-06
-4.15208e-06;0.000872845;-5.90878e-06
-4.15092e-06;0.0008203;-5.9078e-06
-4.15018e-06;0.000779377;-5.90682e-06
-4.14903e-06;0.000624517;-5.90585e-06
-4.14829e-06;0.000770586;-5.90487e-06
-4.14719e-06;0.000858838;-5.90389e-06
-4.14633e-06;0.000583706;-5.90292e-06
-4.14545e-06;0.000734841;-5.90194e-06
-4.1443e-06;0.00081514;-5.90096e-06
-4.14346e-06;0.000930047;-5.89999e-06
-4.14268e-06;0.000862489;-5.89901e-06
-4.14188e-06;0.000835033;-5.89803e-06
-4.14083e-06;0.000940328;-5.89706e-06
-4.13996e-06;0.000896426;-5.89608e-06
-4.13875e-06;0.000871206;-5.8951e-06
-4.13768e-06;0.000899257;-5.89413e-06
-4.1371e-06;0.000989297;-5.89315e-06
-4.13629e-06;0.000933679;-5.89217e-06
-4.13489e-06;0.00100289;-5.8912e-06
-4.13424e-06;0.000952585;-5.89022e-06
-4.13311e-06;0.00100336;-5.88924e-06
-4.13234e-06;0.00087739;-5.88827e-06
-4.13138e-06;0.000975756;-5.88729e-06
-4.13024e-06;0.000833822;-5.88631e-06
-4.12954e-06;0.000975961;-5.88534e-06
-4.12878e-06;0.00102722;-5.88436e-06
-4.12764e-06;0.00088363;-5.88338e-06
-4.12647e-06;0.00085921;-5.88241e-06
-4.1257e-06;0.000901865;-5.88143e-06
-4.12477e-06;0.00100668;-5.88045e-06
-4.12406e-06;0.000888547;-5.87948e-06
-4.12279e-06;0.00093651;-5.8785e-06
-4.12188e-06;0.000979537;-5.87752e-06
-4.12111e-06;0.000936138;-5.87655e-06
-4.12003e-06;0.00103432;-5.87557e-06
-4.11909e-06;0.00110787;-5.87459e-06
-4.11828e-06;0.00111745;-5.87362e-06
-4.11736e-06;0.00100805;-5.87264e-06
-4.11659e-06;0.00107185;-5.87166e-06
-4.11544e-06;0.00114349;-5.87069e-06
-4.1147e-06;0.00122667;-5.86971e-06
-4.11364e-06;0.00118355;-5.86873e-06
-4.11298e-06;0.00120266;-5.86776e-06
-4.11185e-06;0.00102698;-5.86678e-06
-4.11077e-06;0.00107837;-5.8658e-06
-4.10993e-06;0.00112272;-5.86483e-06
-4.10894e-06;0.00105937;-5.86385e-06
-4.10821e-06;0.00107567;-5.86287e-06
-4.10695e-06;0.000987491;-5.8619e-06
-4.10611e-06;0.00100832;-5.86092e-06
-4.10534e-06;0.00101929;-5.85994e-06
-4.10434e-06;0.00103538;-5.85897e-06
-4.1033e-06;0.00114608;-5.85799e-06
-4.10242e-06;0.000998685;-5.85702e-06
-4.10148e-06;0.000886777;-5.85604e-06
-4.10077e-06;0.00102033;-5.85506e-06
-4.09972e-06;0.00102083;-5.85409e-06
-4.0989e-06;0.000948114;-5.85311e-06
-4.09792e-06;0.00102014;-5.85213e-06
-4.09695e-06;0.00111231;-5.85116e-06
-4.09587e-06;0.00108068;-5.85018e-06
-4.09518e-06;0.00107854;-5.8492e-06
-4.09413e-06;0.0010828;-5.84823e-06
-4.09335e-06;0.000933623;-5.84725e-06
-4.09226e-06;0.000967933;-5.84627e-06
-4.0914e-06;0.00103391;-5.8453e-06
-4.09023e-06;0.00102035;-5.84432e-06
-4.08941e-06;0.00108895;-5.84334e-06
-4.08848e-06;0.00107619;-5.84237e-06
-4.08742e-06;0.0012239;-5.84139e-06
-4.08659e-06;0.00117234;-5.84041e-06
-4.08571e-06;0.00111197;-5.83944e-06
-4.08459e-06;0.00119514;-5.83846e-06
-4.08368e-06;0.00117748;-5.83748e-06
-4.08283e-06;0.00126145;-5.83651e-06
-4.08187e-06;0.00127054;-5.83553e-06
-4.08112e-06;0.0012136;-5.83455e-06
-4.08029e-06;0.00117482;-5.83358e-06
-4.0789e-06;0.00117104;-5.8326e-06
-4.07836e-06;0.00114682;-5.83162e-06
-4.0773e-06;0.00114123;-5.83065e-06
-4.0761e-06;0.00133581;-5.82967e-06
-4.07537e-06;0.00119704;-5.82869e-06
-4.07404e-06;0.00127892;-5.82772e-06
-4.07298e-06;0.00114507;-5.82674e-06
-4.07198e-06;0.00130712;-5.82576e-06
-4.07128e-06;0.00108608;-5.82479e-06
-4.0705e-06;0.00121337;-5.82381e-06
-4.06979e-06;0.00116617;-5.82283e-06
-4.06885e-06;0.00124677;-5.82186e-06
-4.06788e-06;0.00120596;-5.82088e-06
-4.06694e-06;0.00134709;-5.8199e-06
-4.06563e-06;0.0011222;-5.81893e-06
-4.06495e-06;0.00115569;-5.81795e-06
-4.06384e-06;0.00126091;-5.81697e-06
-4.06278e-06;0.00109079;-5.816e-06
-4.06205e-06;0.00121034;-5.81502e-06
-4.06102e-06;0.00124267;-5.81404e-06
-4.06001e-06;0.00133245;-5.81307e-06
-4.05918e-06;0.00132856;-5.81209e-06
-4.05829e-06;0.00120177;-5.81111e-06
-4.05714e-06;0.00128656;-5.81014e-06
-4.05632e-06;0.00116146;-5.80916e-06
-4.05562e-06;0.00105531;-5.80818e-06
-4.05473e-06;0.00127078;-5.80721e-06
-4.05356e-06;0.00108923;-5.80623e-06
-4.05251e-06;0.00118642;-5.80525e-06
-4.05148e-06;0.00114868;-5.80428e-06
-4.05057e-06;0.0013115;-5.8033e-06
-4.04969e-06;0.00111231;-5.80232e-06
-4.04871e-06;0.00106723;-5.80135e-06
-4.04804e-06;0.00125318;-5.80037e-06
-4.04675e-06;0.00121635;-5.79939e-06
-4.04609e-06;0.001184;-5.79842e-06
-4.04488e-06;0.00117389;-5.79744e-06
-4.04408e-06;0.00132502;-5.79646e-06
-4.04317e-06;0.00122868;-5.79549e-06
-4.0421e-06;0.00126229;-5.79451e-06
-4.0409e-06;0.0012125;-5.79353e-06
-4.04021e-06;0.00125977;-5.79256e-06
-4.03925e-06;0.00140972;-5.79158e-06
-4.03823e-06;0.00125435;-5.79061e-06
-4.03746e-06;0.00124774;-5.78963e-06
-4.03646e-06;0.0013782;-5.78865e-06
-4.03541e-06;0.00124299;-5.78768e-06
-4.03448e-06;0.00110987;-5.7867e-06
-4.03371e-06;0.00114908;-5.78572e-06
-4.03279e-06;0.00120527;-5.78475e-06
-4.03165e-06;0.0011558;-5.78377e-06
-4.03089e-06;0.00140402;-5.78279e-06
-4.02989e-06;0.00128108;-5.78182e-06
-4.02896e-06;0.00125865;-5.78084e-06
-4.02802e-06;0.0012518;-5.77986e-06
-4.02682e-06;0.00119898;-5.77889e-06
-4.02616e-06;0.00118273;-5.77791e-06
-4.0253e-06;0.00132776;-5.77693e-06
-4.02424e-06;0.001207;-5.77596e-06
-4.02318e-06;0.00128048;-5.77498e-06
-4.02195e-06;0.0012111;-5.774e-06
-4.02112e-06;0.00139643;-5.77303e-06
-4.02011e-06;0.00127693;-5.77205e-06
-4.01909e-06;0.00134573;-5.77107e-06
-4.01856e-06;0.00144637;-5.7701e-06
-4.01721e-06;0.00133573;-5.76912e-06
-4.01621e-06;0.00147118;-5.76814e-06
-4.01536e-06;0.00129488;-5.76717e-06
-4.01444e-06;0.00133396;-5.76619e-06
-4.01332e-06;0.00142572;-5.76521e-06
-4.01244e-06;0.00142884;-5.76424e-06
-4.01171e-06;0.00137101;-5.76326e-06
-4.01063e-06;0.00134329;-5.76228e-06
-4.01003e-06;0.00145641;-5.76131e-06
-4.00877e-06;0.0014522;-5.76033e-06
-4.00784e-06;0.00131926;-5.75935e-06
-4.00723e-06;0.00149171;-5.75838e-06
-4.00612e-06;0.00139282;-5.7574e-06
-4.00499e-06;0.00135361;-5.75642e-06
-4.00386e-06;0.00149128;-5.75545e-06
-4.00319e-06;0.00151464;-5.75447e-06
-4.00225e-06;0.00152658;-5.75349e-06
-4.0014e-06;0.00144023;-5.75252e-06
-4.0005e-06;0.00139234;-5.75154e-06
-3.99948e-06;0.00143626;-5.75056e-06
-3.99844e-06;0.00134741;-5.74959e-06
-3.99764e-06;0.00139513;-5.74861e-06
-3.99658e-06;0.00137336;-5.74763e-06
-3.99575e-06;0.00140985;-5.74666e-06
-3.99478e-06;0.00143937;-5.74568e-06
-3.99382e-06;0.00151756;-5.7447e-06
-3.99261e-06;0.00156743;-5.74373e-06
-3.99138e-06;0.00161973;-5.74275e-06
-3.99093e-06;0.00150044;-5.74177e-06
-3.98983e-06;0.0015932;-5.7408e-06
-3.98893e-06;0.00158985;-5.73982e-06
-3.98794e-06;0.00149094;-5.73884e-06
-3.98689e-06;0.00141998;-5.73787e-06
-3.98611e-06;0.00142138;-5.73689e-06
-3.98519e-06;0.0016391;-5.73591e-06
-3.98434e-06;0.00167632;-5.73494e-06
-3.9834e-06;0.00168855;-5.73396e-06
-3.98215e-06;0.00166134;-5.73298e-06
-3.98117e-06;0.00148599;-5.73201e-06
-3.98044e-06;0.00156767;-5.73103e-06
-3.97931e-06;0.00142164;-5.73005e-06
-3.97831e-06;0.00157858;-5.72908e-06
-3.97763e-06;0.00135274;-5.7281e-06
-3.97653e-06;0.00169917;-5.72713e-06
-3.97571e-06;0.00175479;-5.72615e-06
-3.97453e-06;0.00176973;-5.72517e-06
-3.97357e-06;0.00170282;-5.7242e-06
-3.97262e-06;0.00156804;-5.72322e-06
-3.97156e-06;0.00164424;-5.72224e-06
-3.97107e-06;0.00155981;-5.72127e-06
-3.9702e-06;0.00163243;-5.72029e-06
-3.96898e-06;0.0016784;-5.71931e-06
-3.96811e-06;0.00167121;-5.71834e-06
-3.96728e-06;0.00167034;-5.71736e-06
-3.96619e-06;0.00177802;-5.71638e-06
-3.96523e-06;0.00170228;-5.71541e-06
-3.96455e-06;0.00169431;-5.71443e-06
-3.96339e-06;0.00180961;-5.71345e-06
-3.96261e-06;0.00193569;-5.71248e-06
-3.96143e-06;0.00172471;-5.7115e-06
-3.96036e-06;0.00177049;-5.71052e-06
-3.95957e-06;0.00159432;-5.70955e-06
-3.95838e-06;0.00173944;-5.70857e-06
-3.95766e-06;0.0016266;-5.70759e-06
-3.95644e-06;0.0017685;-5.70662e-06
-3.9556e-06;0.0016852;-5.70564e-06
-3.95449e-06;0.00169619;-5.70466e-06
-3.95368e-06;0.00183006;-5.70369e-06
-3.95249e-06;0.00160855;-5.70271e-06
-3.95168e-06;0.0017579;-5.70173e-06
-3.95094e-06;0.00162198;-5.70076e-06
-3.94974e-06;0.00167382;-5.69978e-06
-3.94867e-06;0.00169781;-5.6988e-06
-3.94799e-06;0.00175047;-5.69783e-06
-3.94695e-06;0.0016977;-5.69685e-06
-3.9459e-06;0.00177461;-5.69587e-06
-3.94511e-06;0.00176533;-5.6949e-06
-3.94399e-06;0.00178452;-5.69392e-06
-3.94327e-06;0.00168613;-5.69294e-06
-3.94205e-06;0.00184829;-5.69197e-06
-3.94121e-06;0.00181756;-5.69099e-06
-3.94015e-06;0.00168406;-5.69001e-06
-3.93936e-06;0.00183766;-5.68904e-06
-3.93853e-06;0.0018732;-5.68806e-06
-3.9374e-06;0.00187858;-5.68708e-06
-3.9364e-06;0.00176801;-5.68611e-06
-3.93529e-06;0.00187478;-5.68513e-06
-3.93447e-06;0.00176958;-5.68415e-06
-3.93356e-06;0.0018677;-5.68318e-06
-3.93247e-06;0.00176399;-5.6822e-06
-3.93166e-06;0.0018685;-5.68122e-06
-3.93068e-06;0.00196527;-5.68025e-06
-3.92983e-06;0.00186172;-5.67927e-06
-3.92874e-06;0.00181387;-5.67829e-06
-3.92806e-06;0.00182101;-5.67732e-06
-3.92672e-06;0.00189272;-5.67634e-06
-3.92598e-06;0.00174466;-5.67536e-06
-3.92486e-06;0.0018821;-5.67439e-06
-3.92411e-06;0.0019052;-5.67341e-06
-3.92298e-06;0.00195819;-5.67243e-06
-3.92201e-06;0.00183883;-5.67146e-06
-3.92133e-06;0.00194422;-5.67048e-06
-3.92061e-06;0.00197238;-5.6695e-06
-3.91949e-06;0.00196024;-5.66853e-06
-3.91861e-06;0.00199805;-5.66755e-06
-3.91747e-06;0.00197263;-5.66657e-06
-3.91655e-06;0.00191943;-5.6656e-06
-3.91553e-06;0.00203663;-5.66462e-06
-3.9145e-06;0.00190032;-5.66364e-06
-3.91338e-06;0.00191742;-5.66267e-06
-3.91252e-06;0.00201161;-5.66169e-06
-3.91156e-06;0.00197479;-5.66072e-06
-3.91074e-06;0.0020578;-5.65974e-06
-3.90969e-06;0.00209956;-5.65876e-06
-3.90868e-06;0.00208345;-5.65779e-06
-3.9079e-06;0.00202729;-5.65681e-06
-3.90696e-06;0.00184559;-5.65583e-06
-3.906e-06;0.00198881;-5.65486e-06
-3.90493e-06;0.00202454;-5.65388e-06
-3.90404e-06;0.00212994;-5.6529e-06
-3.90325e-06;0.00213032;-5.65193e-06
-3.90186e-06;0.00207067;-5.65095e-06
-3.90105e-06;0.00198846;-5.64997e-06
-3.90005e-06;0.00206682;-5.649e-06
-3.89911e-06;0.00206503;-5.64802e-06
-3.89835e-06;0.00206885;-5.64704e-06
-3.8975e-06;0.00208815;-5.64607e-06
-3.89644e-06;0.00214345;-5.64509e-06
-3.89566e-06;0.0021888;-5.64411e-06
-3.89469e-06;0.00215101;-5.64314e-06
-3.89369e-06;0.00211784;-5.64216e-06
-3.89236e-06;0.00215546;-5.64118e-06
-3.89149e-06;0.00217375;-5.64021e-06
-3.89078e-06;0.00214436;-5.63923e-06
-3.88957e-06;0.00212538;-5.63825e-06
-3.88858e-06;0.00217809;-5.63728e-06
-3.88771e-06;0.00202787;-5.6363e-06
-3.88674e-06;0.00213678;-5.63532e-06
-3.88573e-06;0.00219231;-5.63435e-06
-3.8847e-06;0.00214941;-5.63337e-06
-3.88381e-06;0.00218955;-5.63239e-06
-3.88304e-06;0.00221168;-5.63142e-06
-3.88155e-06;0.00212987;-5.63044e-06
-3.88103e-06;0.00212737;-5.62946e-06
-3.8801e-06;0.00226409;-5.62849e-06
-3.87897e-06;0.00214049;-5.62751e-06
-3.87818e-06;0.00213216;-5.62653e-06
-3.8774e-06;0.00226754;-5.62556e-06
-3.87602e-06;0.00221233;-5.62458e-06
-3.87503e-06;0.00220708;-5.6236e-06
-3.87419e-06;0.0023524;-5.62263e-06
-3.87319e-06;0.00231444;-5.62165e-06
-3.87235e-06;0.00223787;-5.62067e-06
-3.87136e-06;0.0022117;-5.6197e-06
-3.87019e-06;0.00225984;-5.61872e-06
-3.86948e-06;0.00231014;-5.61774e-06
