
// =========================================================================================================
// 2024-10-24, 14:45:56
//        Time [s]        Pos X [um]        Pos Y [um]        Pos Z [um]      Force A [uN]      Force B [uN]
// =========================================================================================================
           8.87000           0.06300           0.00300       -3796.83000          -1.47496          -0.01718
           8.88000           0.06300           0.00300       -3796.83000          -0.32743           0.11656
           8.89000           0.06400           0.00400       -3796.83000          -1.21995          -0.03629
           8.90000           0.06400           0.00400       -3796.83000          -0.96495          -0.06176
           8.91000           0.06400           0.00200       -3796.83000          -1.34746           0.06561
           8.92000           0.06400           0.00300       -3796.83000          -1.66621          -0.04902
           8.93000           0.06400           0.00300       -3796.83000          -0.51868           0.02103
           8.94000           0.06400           0.00300       -3796.83000          -1.34746          -0.00445
           8.95000           0.06300           0.00300       -3796.83000          -1.15620           0.06561
           8.96000           0.06400           0.00300       -3796.82900          -0.70994           0.03377
           8.97000           0.06400           0.00300       -3796.83000          -1.79372          -0.06813
           8.98000           0.06400           0.00300       -3796.83000          -1.47496          -0.00445
           8.99000           0.06400           0.00300       -3796.83000          -1.28370          -0.00445
           9.00000           0.06300           0.00300       -3796.83000          -0.32743           0.04650
           9.01000           0.06300           0.00300       -3796.83000          -2.11248          -0.06176
           9.02000           0.06400           0.00300       -3796.83000          -1.47496          -0.08087
           9.03000           0.06400           0.00300       -3796.83000          -0.58244           0.05287
           9.04000           0.06400           0.00300       -3796.83000          -0.83744           0.06561
           9.05000           0.06400           0.00300       -3796.83000          -1.92122          -0.06813
           9.06000           0.06300           0.00200       -3796.83000          -0.83744          -0.01081
           9.07000           0.06300           0.00300       -3796.83000          -1.92122           0.00829
           9.08000           0.06300           0.00300       -3796.82900          -0.70994           0.07834
           9.09000           0.06300           0.00400       -3796.82900          -1.79372          -0.06813
           9.10000           0.06300           0.00400       -3796.82900          -1.28370          -0.07450
           9.11000           0.06400           0.00300       -3796.83000          -1.15620           0.05924
           9.12000           0.06400           0.00300       -3796.83000          -1.60246          -0.13818
           9.13000           0.06400           0.00300       -3796.82900          -1.98497          -0.06176
           9.14000           0.06400           0.00300       -3796.82900          -1.34746          -0.06813
           9.15000           0.06400           0.00300       -3796.82900          -0.96495           0.05924
           9.16000           0.06400           0.00400       -3796.82900          -0.77369           0.05924
           9.17000           0.06400           0.00300       -3796.82900          -1.41121          -0.01081
           9.18000           0.06400           0.00300       -3796.82900          -1.60246           0.01466
           9.19000           0.06400           0.00300       -3796.82900          -0.39118           0.05924
           9.20000           0.06400           0.00400       -3796.82900          -1.02870           0.05924
           9.21000           0.06400           0.00300       -3796.82900          -1.72997          -0.08723
           9.22000           0.06400           0.00300       -3796.82900          -0.70994           0.05924
           9.23000           0.06400           0.00300       -3796.82900          -1.98497          -0.06176
           9.24000           0.06400           0.00300       -3796.82900          -0.07242           0.00192
           9.25000           0.06400           0.00400       -3796.82900          -1.41121          -0.00445
           9.26000           0.06400           0.00300       -3796.82900          -1.79372          -0.02992
           9.27000           0.06400           0.00300       -3796.82900          -0.90119          -0.03629
           9.28000           0.06400           0.00300       -3796.82900          -0.77369           0.05287
           9.29000           0.06400           0.00300       -3796.82900          -1.41121          -0.05539
           9.30000           0.06400           0.00300       -3796.82900          -0.70994          -0.00445
           9.31000           0.06400           0.00300       -3796.82900          -0.58244           0.04013
           9.32000           0.06400           0.00300       -3796.82900          -1.02870          -0.04902
           9.33000           0.06400           0.00300       -3796.82900          -1.79372          -0.04902
           9.34000           0.06400           0.00300       -3796.82900          -0.58244           0.09108
           9.35000           0.06400           0.00300       -3796.82900          -1.92122          -0.08723
           9.36000           0.06400           0.00300       -3796.82900          -0.83744           0.08471
           9.37000           0.06400           0.00300       -3796.82900          -1.53871          -0.04266
           9.38000           0.06500           0.00400       -3796.82900          -1.79372           0.02103
           9.39000           0.06400           0.00300       -3796.82900          -0.70994           0.04650
           9.40000           0.06400           0.00300       -3796.82900          -1.21995          -0.06176
           9.41000           0.06500           0.00400       -3796.82900          -1.41121          -0.05539
           9.42000           0.06400           0.00300       -3796.82900          -0.26368           0.02103
           9.43000           0.06400           0.00300       -3796.82900          -1.41121          -0.08087
           9.44000           0.06400           0.00300       -3796.82900          -1.79372          -0.09360
           9.45000           0.06300           0.00400       -3796.82900          -1.09245           0.04650
           9.46000           0.06300           0.00300       -3796.82900          -1.66621          -0.03629
           9.47000           0.06300           0.00300       -3796.82900          -0.64619           0.04013
           9.48000           0.06400           0.00300       -3796.83000          -0.39118           0.07834
           9.49000           0.06400           0.00300       -3796.83000          -2.30373          -0.02992
           9.50000           0.06400           0.00300       -3796.82900          -1.47496          -0.01081
           9.51000           0.06400           0.00300       -3796.82900          -1.21995           0.05924
           9.52000           0.06400           0.00400       -3796.82900           0.11883           0.02740
           9.53000           0.06400           0.00400       -3796.82900          -1.79372          -0.07450
           9.54000           0.06500           0.00300       -3796.83000          -1.79372          -0.00445
           9.55000           0.06500           0.00300       -3796.82900          -0.90119           0.05924
           9.56000           0.06400           0.00400       -3796.83000          -0.07242           0.07834
           9.57000           0.06400           0.00300       -3796.83000          -2.55874          -0.03629
           9.58000           0.06400           0.00300       -3796.82900          -1.15620          -0.07450
           9.59000           0.06400           0.00300       -3796.82900          -2.17623          -0.09997
           9.60000           0.06400           0.00300       -3796.82900          -0.32743           0.05924
           9.61000           0.06400           0.00300       -3796.83000          -0.90119          -0.04902
           9.62000           0.06300           0.00400       -3796.83000          -2.04872          -0.04266
           9.63000           0.06400           0.00300       -3796.83000          -0.96495          -0.02355
           9.64000           0.06400           0.00300       -3796.82900          -1.60246          -0.08087
           9.65000           0.06400           0.00400       -3796.83000          -0.83744           0.04013
           9.66000           0.06400           0.00400       -3796.83000          -1.60246          -0.02992
           9.67000           0.06400           0.00400       -3796.83000          -1.15620          -0.03629
           9.68000           0.06400           0.00400       -3796.83000          -0.90119           0.01466
           9.69000           0.06400           0.00400       -3796.83000          -1.09245          -0.07450
           9.70000           0.06400           0.00400       -3796.83000          -0.39118           0.04650
           9.71000           0.06400           0.00400       -3796.83000          -0.26368           0.07198
           9.72000           0.06400           0.00400       -3796.83000          -1.79372          -0.05539
           9.73000           0.06400           0.00400       -3796.82900          -1.66621          -0.02992
           9.74000           0.06400           0.00400       -3796.82900          -2.23998          -0.06176
           9.75000           0.06400           0.00400       -3796.83000          -1.09245          -0.03629
           9.76000           0.06400           0.00400       -3796.83000          -0.90119           0.06561
           9.77000           0.06400           0.00300       -3796.83000          -1.85747          -0.01718
           9.78000           0.06400           0.00300       -3796.83000          -0.19993          -0.01081
           9.79000           0.06300           0.00400       -3796.83000          -0.64619           0.03377
           9.80000           0.06300           0.00400       -3796.83000          -0.51868           0.06561
           9.81000           0.06300           0.00400       -3796.83000          -2.43123          -0.04266
           9.82000           0.06400           0.00300       -3796.83000          -0.39118           0.06561
           9.83000           0.06400           0.00400       -3796.83000          -1.15620          -0.11271
           9.84000           0.06400           0.00400       -3796.83000          -0.32743           0.02740
           9.85000           0.06400           0.00400       -3796.82900          -2.55874          -0.03629
           9.86000           0.06300           0.00400       -3796.82900          -0.51868           0.00192
           9.87000           0.06300           0.00300       -3796.82900          -0.58244           0.00829
           9.88000           0.06300           0.00300       -3796.82900          -1.79372          -0.04266
           9.89000           0.06300           0.00200       -3796.82900          -0.83744           0.05287
           9.90000           0.06300           0.00300       -3796.82900          -0.51868           0.07198
           9.91000           0.06300           0.00300       -3796.82900          -2.23998          -0.09997
           9.92000           0.06300           0.00300       -3796.82900          -1.21995          -0.01718
           9.93000           0.06300           0.00300       -3796.82900          -0.83744           0.07834
           9.94000           0.06300           0.00300       -3796.82900          -0.70994          -0.01718
           9.95000           0.06300           0.00300       -3796.83000          -1.09245           0.04650
           9.96000           0.06400           0.00300       -3796.82900          -1.53871           0.00829
           9.97000           0.06400           0.00300       -3796.82900          -0.64619           0.00829
           9.98000           0.06300           0.00300       -3796.82900          -1.47496          -0.07450
           9.99000           0.06300           0.00300       -3796.82900          -1.98497           0.05287
          10.00000           0.06300           0.00300       -3796.82900          -1.15620           0.05924
          10.01000           0.06400           0.00400       -3796.82900          -1.79372          -0.04902
          10.02000           0.06400           0.00300       -3796.82900          -1.28370           0.04650
          10.03000           0.06400           0.00400       -3796.82900          -1.53871          -0.01081
          10.04000           0.06300           0.00300       -3796.82900          -1.02870           0.07834
          10.05000           0.06300           0.00300       -3796.82900          -0.70994           0.07834
          10.06000           0.06300           0.00300       -3796.82900          -1.53871          -0.06813
          10.07000           0.06300           0.00300       -3796.82900          -1.09245          -0.04266
          10.08000           0.06300           0.00300       -3796.83000          -1.21995          -0.06176
          10.09000           0.06400           0.00300       -3796.83000          -1.98497          -0.10634
          10.10000           0.06400           0.00400       -3796.83000          -0.58244          -0.05539
          10.11000           0.06400           0.00400       -3796.83000          -0.64619          -0.01081
          10.12000           0.06300           0.00300       -3796.82900          -0.45493          -0.07450
          10.13000           0.06400           0.00400       -3796.82900          -1.53871          -0.05539
          10.14000           0.06300           0.00400       -3796.82900          -1.21995           0.07198
          10.15000           0.06300           0.00400       -3796.82900          -1.79372          -0.05539
          10.16000           0.06300           0.00300       -3796.82900          -1.72997          -0.02355
          10.17000           0.06300           0.00300       -3796.82900          -0.39118           0.08471
          10.18000           0.06300           0.00300       -3796.82900          -0.19993           0.08471
          10.19000           0.06400           0.00200       -3796.82900          -0.45493          -0.00445
          10.20000           0.06300           0.00300       -3796.82900          -1.53871          -0.06176
          10.21000           0.06300           0.00300       -3796.82900          -0.77369          -0.09997
          10.22000           0.06300           0.00300       -3796.82900          -1.28370          -0.04902
          10.23000           0.06300           0.00300       -3796.83000          -0.70994           0.06561
          10.24000           0.06300           0.00300       -3796.82900          -1.28370          -0.07450
          10.25000           0.06300           0.00400       -3796.82900          -0.64619          -0.05539
          10.26000           0.06300           0.00300       -3796.82900          -1.28370           0.06561
          10.27000           0.06400           0.00300       -3796.82900          -1.15620           0.02740
          10.28000           0.06400           0.00400       -3796.82900          -1.21995          -0.06176
          10.29000           0.06300           0.00300       -3796.82900          -0.83744          -0.06176
          10.30000           0.06300           0.00300       -3796.82900          -2.11248           0.05287
          10.31000           0.06300           0.00300       -3796.83000          -0.07242          -0.02992
          10.32000           0.06300           0.00400       -3796.82900          -1.53871           0.02740
          10.33000           0.06400           0.00400       -3796.83000          -1.09245           0.07834
          10.34000           0.06400           0.00400       -3796.83000          -0.70994          -0.06176
          10.35000           0.06400           0.00300       -3796.83000          -0.90119           0.05924
          10.36000           0.06300           0.00400       -3796.83000          -0.45493          -0.00445
          10.37000           0.06400           0.00300       -3796.82900          -1.85747          -0.01718
          10.38000           0.06400           0.00300       -3796.82900          -0.64619          -0.02992
          10.39000           0.06400           0.00400       -3796.83000          -2.11248           0.07198
          10.40000           0.06300           0.00400       -3796.83000          -0.32743          -0.01718
          10.41000           0.06400           0.00300       -3796.83000          -2.55874          -0.06176
          10.42000           0.06400           0.00300       -3796.83000          -0.39118           0.06561
          10.43000           0.06400           0.00300       -3796.82900          -0.77369           0.05287
          10.44000           0.06200           0.00300       -3796.83100          -1.28370          -0.08723
          10.45000           0.06200           0.00000       -3796.83100          -1.72997          -0.01081
          10.46000           0.00000           0.00000           0.00100          -0.32743          -0.01081
          10.47000           0.00000           0.00100           0.00100          -1.41121          -0.09997
          10.48000          -0.00200           0.00100           0.00100          -0.64619          -0.01718
          10.49000          -0.00200           0.00100           0.00100          -2.23998          -0.05539
          10.50000          -0.00300           0.00100           0.00100          -0.58244           0.00192
          10.51000          -0.00300           0.00100           0.00100          -1.21995          -0.04902
          10.52000          -0.00300           0.00100           0.00100          -1.28370          -0.06176
          10.53000          -0.00300           0.00000           0.00100          -1.92122          -0.02355
          10.54000          -0.00300           0.00000           0.00100          -0.96495          -0.04266
          10.55000          -0.00300           0.00000           0.00100          -1.60246           0.00829
          10.56000          -0.00300           0.00000           0.00100          -1.21995          -0.01081
          10.57000          -0.00200           0.00000           0.00100          -1.28370           0.01466
          10.58000          -0.00200           0.00000           0.00100          -0.90119          -0.08087
          10.59000          -0.00200           0.00000           0.00100          -2.11248          -0.09360
          10.60000          -0.00300           0.00000           0.00100          -1.98497          -0.09997
          10.61000          -0.00300           0.00100           0.00100          -0.90119           0.02103
          10.62000          -0.00300           0.00100           0.00100          -1.66621          -0.01718
          10.63000          -0.00300           0.00100           0.00100          -1.34746           0.02103
          10.64000          -0.00300           0.00100           0.00100          -1.15620           0.05924
          10.65000          -0.00200           0.00100           0.00000          -1.28370          -0.06813
          10.66000          -0.00200           0.00100           0.00000          -0.70994          -0.06176
          10.67000          -0.00300           0.00000           0.00000          -0.70994           0.03377
          10.68000          -0.00300           0.00100           0.00100          -1.47496          -0.10634
          10.69000          -0.00300           0.00100           0.00100          -1.53871          -0.06813
          10.70000          -0.00400           0.00000           0.00100          -0.64619           0.05924
          10.71000          -0.00300           0.00100           0.00000          -2.17623          -0.00445
          10.72000          -0.00400           0.00000           0.00000          -0.58244           0.06561
          10.73000          -0.00300           0.00000           0.00000          -1.53871          -0.01081
          10.74000          -0.00400           0.00000           0.00000          -0.39118           0.07834
          10.75000          -0.00400           0.00000           0.00000          -1.92122          -0.03629
          10.76000          -0.00400           0.00000           0.00000          -0.90119           0.06561
          10.77000          -0.00300           0.00100           0.00000          -2.23998          -0.04902
          10.78000          -0.00300           0.00100           0.00000          -0.64619           0.05924
          10.79000          -0.00300           0.00100           0.00000          -1.79372          -0.06176
          10.80000          -0.00300           0.00100           0.00100          -0.77369           0.06561
          10.81000          -0.00300           0.00100           0.00100          -0.77369           0.00192
          10.82000          -0.00300           0.00000           0.00100          -1.72997          -0.01718
          10.83000          -0.00300           0.00000           0.00100          -1.09245          -0.08723
          10.84000          -0.00200           0.00000           0.00100          -1.79372          -0.05539
          10.85000          -0.00300           0.00000           0.00100          -0.32743           0.07198
          10.86000          -0.00300           0.00000           0.00100          -0.96495          -0.03629
          10.87000          -0.00300           0.00100           0.00000          -0.83744           0.05287
          10.88000          -0.00200           0.00100           0.00100          -1.41121          -0.04902
          10.89000          -0.00200           0.00100           0.00100          -1.66621          -0.09360
          10.90000          -0.00300           0.00100           0.00100          -0.58244           0.02740
          10.91000          -0.00200           0.00000           0.00000          -0.64619           0.08471
          10.92000          -0.00300           0.00000           0.00000          -1.53871          -0.05539
          10.93000          -0.00300           0.00000           0.00100          -2.04872          -0.06813
          10.94000          -0.00300           0.00100           0.00000          -1.28370          -0.04266
          10.95000          -0.00300           0.00100           0.00000          -1.09245          -0.00445
          10.96000          -0.00300           0.00100           0.00000          -0.64619           0.01466
          10.97000          -0.00300           0.00100           0.00100          -0.96495           0.02740
          10.98000          -0.00300           0.00000           0.00100          -0.32743           0.05924
          10.99000          -0.00300           0.00000           0.00100          -0.51868          -0.02355
          11.00000          -0.00300           0.00100           0.00100           0.05508           0.05287
          11.01000          -0.00300           0.00000           0.00000          -1.92122          -0.07450
          11.02000          -0.00300           0.00000           0.00000           0.11883           0.05287
          11.03000          -0.00200           0.00000           0.00000          -1.66621          -0.06176
          11.04000          -0.00200           0.00100           0.00100           0.11883           0.07198
          11.05000          -0.00200           0.00000           0.00000          -0.64619          -0.00445
          11.06000          -0.00200           0.00000           0.00100          -0.70994           0.00829
          11.07000          -0.00300           0.00000           0.00100          -1.53871          -0.08087
          11.08000          -0.00300           0.00000           0.00000          -0.77369           0.01466
          11.09000          -0.00300           0.00000           0.00100          -0.83744           0.00829
          11.10000          -0.00300           0.00100           0.00000          -0.96495           0.09108
          11.11000          -0.00300           0.00100           0.00000          -0.64619          -0.02992
          11.12000          -0.00300           0.00000           0.00100          -0.58244           0.07834
          11.13000          -0.00300           0.00000           0.00000          -1.72997           0.08471
          11.14000          -0.00300           0.00000           0.00000          -0.64619           0.05287
          11.15000          -0.00300           0.00100           0.00100          -1.53871          -0.07450
          11.16000          -0.00300           0.00000           0.00100          -1.47496           0.05924
          11.17000          -0.00300           0.00000           0.00100          -0.00867          -0.08087
          11.18000          -0.00200           0.00000           0.00000          -0.45493          -0.01081
          11.19000          -0.00200           0.00000           0.00000          -0.96495          -0.03629
          11.20000          -0.00200           0.00000           0.00000          -1.47496          -0.06813
          11.21000          -0.00200           0.00000           0.00100          -0.83744           0.07834
          11.22000          -0.00300           0.00000           0.00100          -1.09245          -0.06813
          11.23000          -0.00200           0.00000           0.00100          -0.51868           0.02740
          11.24000          -0.00200           0.00000           0.00100          -1.28370           0.04650
          11.25000          -0.00300           0.00000           0.00100           0.18258          -0.04902
          11.26000          -0.00300           0.00000           0.00100          -1.28370           0.02740
          11.27000          -0.00300           0.00000           0.00100          -0.45493          -0.01081
          11.28000          -0.00300           0.00000           0.00100          -1.02870           0.05287
          11.29000          -0.00300           0.00000           0.00100          -1.66621          -0.02355
          11.30000          -0.00300           0.00000           0.00100          -0.51868           0.03377
          11.31000          -0.00300           0.00000           0.00100          -1.98497          -0.07450
          11.32000          -0.00300           0.00000           0.00100          -0.70994          -0.00445
          11.33000          -0.00300           0.00000           0.00100          -0.07242           0.09108
          11.34000          -0.00300           0.00100           0.00100          -1.66621          -0.02355
          11.35000          -0.00300           0.00000           0.00100           0.95908           0.01711
          11.36000          -0.00300           0.00000           0.00100          -0.12470          -0.09753
          11.37000          -0.00200           0.00000           0.00100           0.00281          -0.02110
          11.38000          -0.00200           0.00000           0.00100           0.32156          -0.03384
          11.39000          -0.00200           0.00100           0.00100           0.44907           0.07442
          11.40000          -0.00300           0.00000           0.00100           0.06656          -0.08479
          11.41000          -0.00300           0.00100           0.00100          -0.63471          -0.07842
          11.42000          -0.00300           0.00100           0.00100          -0.25220          -0.04021
          11.43000          -0.00300           0.00000           0.00100          -0.82597          -0.06568
          11.44000          -0.00300           0.00100           0.00100          -0.06095           0.02984
          11.45000          -0.00200           0.00100           0.00100          -0.50721          -0.08479
          11.46000          -0.00300           0.00100           0.00100          -0.31595           0.02347
          11.47000          -0.00300           0.00100           0.00100          -0.31595           0.04258
          11.48000          -0.00300           0.00000           0.00100           1.08658          -0.00200
          11.49000          -0.00200           0.00000           0.00100          -0.31595           0.06168
          11.50000          -0.00300           0.00100           0.00100           0.64032           0.04895
          11.51000          -0.00300           0.00100           0.00100          -0.95347          -0.05932
          11.52000          -0.00300           0.00000           0.00100           0.89533           0.05532
          11.53000          -0.00300           0.00000           0.00100          -0.25220           0.03621
          11.54000          -0.00200           0.00100           0.00100          -0.18845          -0.10389
          11.55000          -0.00200           0.00000           0.00100           0.13031           0.06805
          11.56000          -0.00200           0.00000           0.00100           0.44907           0.06168
          11.57000          -0.00200           0.00100           0.00100           0.00281          -0.05295
          11.58000          -0.00200           0.00000           0.00100          -0.63471          -0.05295
          11.59000          -0.00200           0.00000           0.00100           0.19406           0.08079
          11.60000          -0.00200           0.00000           0.00100          -0.25220           0.00437
          11.61000          -0.00200           0.00000           0.00100           0.13031          -0.05295
          11.62000          -0.00300           0.00000           0.00100           0.57657           0.06168
          11.63000          -0.00300          -0.00100           0.00100           0.70407           0.04895
          11.64000          -0.00300          -0.00100           0.00100           0.06656          -0.05295
          11.65000          -0.00300          -0.00100           0.00100          -1.08097          -0.07205
          11.66000          -0.00300           0.00000           0.00100          -0.12470          -0.05932
          11.67000          -0.00200           0.00000           0.00100           0.76783           0.07442
          11.68000          -0.00200           0.00100           0.00100           0.95908           0.03621
          11.69000          -0.00200           0.00000           0.00100           0.44907           0.04258
          11.70000          -0.00200           0.00000           0.00100           0.25781           0.08716
          11.71000          -0.00200           0.00100           0.00100          -0.95347          -0.03384
          11.72000          -0.00200           0.00100           0.00100          -0.06095          -0.00837
          11.73000          -0.00200           0.00100           0.00100           0.51282           0.04895
          11.74000          -0.00300           0.00100           0.00100          -0.31595          -0.00837
          11.75000          -0.00300           0.00100           0.00100           0.19406           0.07442
          11.76000          -0.00300           0.00100           0.00100           0.51282           0.06805
          11.77000          -0.00200           0.00000           0.00100          -0.57096          -0.09116
          11.78000          -0.00200           0.00000           0.00100          -0.76222          -0.04021
          11.79000          -0.00200           0.00000           0.00100           0.89533           0.07442
          11.80000          -0.00200           0.00000           0.00100          -0.06095           0.05532
          11.81000          -0.00200           0.00000           0.00100           0.38532           0.09353
          11.82000          -0.00200           0.00100           0.00100          -1.01722          -0.02110
          11.83000          -0.00200           0.00100           0.00100           0.51282           0.03621
          11.84000          -0.00300           0.00000           0.00100          -0.69846          -0.07842
          11.85000          -0.00300           0.00000           0.00100           0.38532          -0.03384
          11.86000          -0.00300           0.00000           0.00100           0.32156           0.06168
          11.87000          -0.00300           0.00000           0.00100          -0.82597          -0.08479
          11.88000          -0.00300           0.00000           0.00100          -0.69846          -0.07205
          11.89000          -0.00300           0.00000           0.00100           1.08658           0.04895
          11.90000          -0.00300           0.00000           0.00100          -0.31595          -0.07205
          11.91000          -0.00300           0.00000           0.00200           0.76783           0.07442
          11.92000          -0.00200           0.00000           0.00100          -0.06095          -0.07842
          11.93000          -0.00300           0.00000           0.00100           0.25781           0.06168
          11.94000          -0.00300           0.00000           0.00100           0.89533           0.08079
          11.95000          -0.00300           0.00000           0.00100          -1.52724          -0.01474
          11.96000          -0.00300           0.00100           0.00100           0.83158           0.09990
          11.97000          -0.00300           0.00000           0.00200          -0.57096           0.01711
          11.98000          -0.00300           0.00000           0.00200           0.32156          -0.04658
          11.99000          -0.00200           0.00100           0.00200           0.06656          -0.02747
          12.00000          -0.00300           0.00000           0.00100          -0.06095           0.02984
          12.01000          -0.00200          -0.00100           0.00100          -0.31595          -0.08479
          12.02000          -0.00200           0.00000           0.00100           1.21409           0.06805
          12.03000          -0.00300           0.00000           0.00200          -0.37971          -0.03384
          12.04000          -0.00300           0.00000           0.00200          -0.31595          -0.03384
          12.05000          -0.00200           0.00000           0.00100          -0.57096          -0.09116
          12.06000          -0.00300           0.00000           0.00100           1.15034           0.05532
          12.07000          -0.00300           0.00000           0.00100          -0.57096           0.06805
          12.08000          -0.00400           0.00000           0.00100           0.70407          -0.03384
          12.09000          -0.00300           0.00000           0.00100           0.00281          -0.02110
          12.10000          -0.00300           0.00000           0.00100           0.57657          -0.04658
          12.11000          -0.00200           0.00100           0.00100          -0.63471           0.02984
          12.12000          -0.00300           0.00100           0.00100           1.21409           0.00437
          12.13000          -0.00300           0.00100           0.00100          -0.76222           0.00437
          12.14000          -0.00300           0.00100           0.00100           0.32156           0.04895
          12.15000          -0.00300           0.00000           0.00100          -0.88972          -0.05295
          12.16000          -0.00200           0.00000           0.00100           0.57657           0.04258
          12.17000          -0.00300           0.00000           0.00100          -0.63471          -0.05932
          12.18000          -0.00200           0.00000           0.00100           0.00281          -0.02747
          12.19000          -0.00200           0.00000           0.00100           0.57657           0.03621
          12.20000          -0.00200           0.00000           0.00100          -0.57096          -0.02110
          12.21000          -0.00200           0.00000           0.00100           0.70407           0.07442
          12.22000          -0.00200           0.00000           0.00100          -0.57096          -0.05932
          12.23000          -0.00200           0.00000           0.00100           0.32156           0.08716
          12.24000          -0.00200           0.00000           0.00100           0.95908          -0.05932
          12.25000          -0.00300           0.00000           0.00100          -0.18845           0.06168
          12.26000          -0.00200           0.00000           0.00200           0.32156           0.06168
          12.27000          -0.00200           0.00000           0.00200           0.13031           0.06168
          12.28000          -0.00200           0.00000           0.00200          -0.31595          -0.02110
          12.29000          -0.00200           0.00000           0.00100          -0.31595           0.05532
          12.30000          -0.00300           0.00000           0.00100           0.76783           0.04258
          12.31000          -0.00200          -0.00100           0.00200          -0.25220          -0.05932
          12.32000          -0.00300           0.00000           0.00100          -0.37971          -0.09753
          12.33000          -0.00200           0.00000           0.00100           0.89533           0.01711
          12.34000          -0.00200           0.00000           0.00100          -0.50721          -0.08479
          12.35000          -0.00200           0.00000           0.00100          -0.50721          -0.00837
          12.36000          -0.00200           0.00000           0.00100          -0.63471          -0.05295
          12.37000          -0.00200           0.00000           0.00100           0.83158           0.01074
          12.38000          -0.00200           0.00000           0.00100          -0.44346          -0.09116
          12.39000          -0.00200           0.00000           0.00100           0.19406           0.02984
          12.40000          -0.00200           0.00000           0.00100           0.38532           0.03621
          12.41000          -0.00200           0.00000           0.00100          -1.33598          -0.04658
          12.42000          -0.00200           0.00000           0.00100          -0.18845           0.03621
          12.43000          -0.00200           0.00000           0.00100           0.00281           0.06168
          12.44000          -0.00200           0.00000           0.00100           0.70407          -0.02110
          12.45000          -0.00200           0.00000           0.00100          -0.50721          -0.09116
          12.46000          -0.00200           0.00000           0.00100           0.83158           0.05532
          12.47000          -0.00200           0.00000           0.00100          -0.37971           0.06805
          12.48000          -0.00200           0.00000           0.00100          -0.44346          -0.05932
          12.49000          -0.00200           0.00000           0.00100           0.19406           0.06168
          12.50000          -0.00200           0.00100           0.00100          -0.06095          -0.04658
          12.51000          -0.00200           0.00000           0.00100           0.44907           0.10626
          12.52000          -0.00200           0.00000           0.00100          -0.44346          -0.07842
          12.53000          -0.00200           0.00000           0.00100           0.19406           0.00437
          12.54000          -0.00200           0.00000           0.00100          -0.37971          -0.05295
          12.55000          -0.00200           0.00000           0.00100          -0.37971          -0.04021
          12.56000          -0.00200           0.00000           0.00100           0.57657           0.07442
          12.57000          -0.00200           0.00000           0.00100          -0.06095           0.04895
          12.58000          -0.00200           0.00000           0.00100          -0.25220          -0.07842
          12.59000          -0.00300           0.00000           0.00100           0.51282           0.02347
          12.60000          -0.00300           0.00000           0.00100          -0.44346          -0.04658
          12.61000          -0.00200           0.00000           0.00100           0.64032           0.07442
          12.62000          -0.00200           0.00000           0.00100           0.44907          -0.02110
          12.63000          -0.00200           0.00000           0.00100          -0.25220          -0.06568
          12.64000          -0.00200           0.00000           0.00100           0.64032           0.08079
          12.65000          -0.00300           0.00000           0.00100           0.00281          -0.04658
          12.66000          -0.00300           0.00000           0.00100          -1.08097          -0.05932
          12.67000          -0.00200           0.00100           0.00100           0.00281           0.01074
          12.68000          -0.00300           0.00000           0.00100           0.64032           0.04895
          12.69000          -0.00200           0.00000           0.00100           0.70407          -0.00200
          12.70000          -0.00200           0.00000           0.00100          -0.50721          -0.05295
          12.71000          -0.00200           0.00000           0.00100           0.00281           0.02984
          12.72000          -0.00200           0.00000           0.00100           1.08658           0.05532
          12.73000          -0.00100           0.00000           0.00100          -0.69846          -0.07205
          12.74000          -0.00200           0.00000           0.00200           1.21409           0.06168
          12.75000          -0.00200           0.00000           0.00100           0.44907          -0.04658
          12.76000          -0.00200           0.00100           0.00100          -0.82597           0.01711
          12.77000          -0.00200           0.00100           0.00100          -0.69846          -0.02110
          12.78000          -0.00200           0.00000           0.00100           0.76783           0.04258
          12.79000          -0.00200           0.00100           0.00100           0.13031          -0.05932
          12.80000          -0.00200           0.00000           0.00100           0.06656          -0.04021
          12.81000          -0.00200           0.00000           0.00100           0.76783           0.04895
          12.82000          -0.00200          -0.00100           0.00100          -0.57096          -0.05295
          12.83000          -0.00100           0.00000           0.00100          -0.63471          -0.01474
          12.84000          -0.00200           0.00000           0.00100           0.25781           0.08716
          12.85000          -0.00200           0.00000           0.00100          -0.76222          -0.06568
          12.86000          -0.00100           0.00000           0.00100           0.25781          -0.01474
          12.87000          -0.00200           0.00000           0.00200           0.19406           0.09353
          12.88000          -0.00200           0.00000           0.00100           0.70407           0.05532
          12.89000          -0.00200           0.00000           0.00000          -0.50721          -0.07842
          12.90000          -0.00200           0.00000           0.00100           0.19406           0.07442
          12.91000          -0.00100           0.00000           0.00100          -0.31595           0.02984
          12.92000          -0.00100           0.00000           0.00100           0.32156           0.01074
          12.93000          -0.00100           0.00000           0.00100          -0.18845          -0.02747
          12.94000          -0.00200           0.00000           0.00100           0.00281           0.01074
          12.95000          -0.00200           0.00000           0.00100          -0.44346           0.03621
          12.96000          -0.00200           0.00000           0.00100          -0.18845          -0.07205
          12.97000          -0.00200          -0.00100           0.00100           0.44907           0.06805
          12.98000          -0.00200          -0.00100           0.00200           1.02283           0.01074
