
// =========================================================================================================
// 2024-10-24, 14:45:56
//        Time [s]        Pos X [um]        Pos Y [um]        Pos Z [um]      Force A [uN]      Force B [uN]
// =========================================================================================================
          42.67000           0.00600           0.00000        -560.80400          -0.31595          -0.05295
          42.68000           0.00500           0.00000        -560.80400           0.38532          -0.03384
          42.69000           0.00600           0.00000        -561.11100           1.08658           0.07442
          42.70000           0.00600           0.00000        -561.41500           0.51282           0.01074
          42.71000           0.00600           0.00000        -561.71300           0.38532          -0.01474
          42.72000           0.00600           0.00000        -561.71300           0.76783           0.06805
          42.73000           0.00600           0.00000        -561.71300          -0.31595          -0.04658
          42.74000           0.00600           0.00000        -561.87300           0.57657           0.04895
          42.75000           0.00600           0.00000        -562.29600           0.57657          -0.00200
          42.76000           0.00600           0.00000        -562.29600           0.89533           0.05532
          42.77000           0.00600           0.00000        -562.61800          -0.37971          -0.03384
          42.78000           0.00600           0.00000        -562.61800           0.76783           0.07442
          42.79000           0.00700           0.00000        -562.92400           0.89533           0.08716
          42.80000           0.00700           0.00000        -563.23700           0.44907          -0.02110
          42.81000           0.00600           0.00000        -563.23700          -0.18845          -0.06568
          42.82000           0.00600           0.00000        -563.53800          -0.50721          -0.05932
          42.83000           0.00600           0.00000        -563.72800          -0.25220          -0.04658
          42.84000           0.00600           0.00000        -564.08800           1.08658           0.06805
          42.85000           0.00600           0.00000        -564.08800           0.13031          -0.04658
          42.86000           0.00600           0.00000        -564.08800           0.25781           0.08716
          42.87000           0.00700           0.00000        -564.44400           0.83158           0.06805
          42.88000           0.00600          -0.00100        -564.44400           0.51282          -0.02747
          42.89000           0.00600           0.00000        -564.75300           1.02283           0.06168
          42.90000           0.00600           0.00000        -564.75300           0.57657           0.06805
          42.91000           0.00600           0.00000        -565.05600           0.76783          -0.07205
          42.92000           0.00600           0.00000        -565.36300           0.19406          -0.00200
          42.93000           0.00600           0.00000        -565.63800           0.57657          -0.07842
          42.94000           0.00600          -0.00100        -565.63800          -0.44346          -0.07842
          42.95000           0.00600           0.00000        -565.85000           1.72410           0.06168
          42.96000           0.00700           0.00000        -566.27700          -0.82597          -0.08479
          42.97000           0.00700           0.00000        -566.27700          -0.25220          -0.10389
          42.98000           0.00600           0.00100        -566.58800           0.95908           0.09353
          42.99000           0.00600           0.00000        -566.89700           0.06656          -0.11026
          43.00000           0.00600           0.00000        -567.20400          -0.44346          -0.11663
          43.01000           0.00600           0.00000        -567.20400           0.83158           0.09353
          43.02000           0.00600           0.00000        -567.49900          -0.37971          -0.05295
          43.03000           0.00600           0.00100        -567.65800          -0.06095           0.01711
          43.04000           0.00600           0.00000        -568.10600          -0.63471          -0.02110
          43.05000           0.00700           0.00000        -568.10600           0.64032          -0.04658
          43.06000           0.00600           0.00000        -568.42600          -0.44346          -0.05932
          43.07000           0.00600           0.00100        -568.73400          -0.50721          -0.07205
          43.08000           0.00600           0.00100        -568.73400           1.21409           0.04258
          43.09000           0.00700           0.00000        -569.04000           0.25781           0.08079
          43.10000           0.00700           0.00000        -569.04000           0.25781          -0.00837
          43.11000           0.00700           0.00000        -569.04000           0.64032           0.07442
          43.12000           0.00700           0.00000        -569.34100           0.95908           0.02347
          43.13000           0.00700           0.00000        -569.34100           0.44907           0.08079
          43.14000           0.00700           0.00000        -569.50200          -0.18845          -0.00200
          43.15000           0.00700           0.00000        -569.93000           0.89533           0.09990
          43.16000           0.00700           0.00000        -570.25600          -0.95347          -0.06568
          43.17000           0.00700           0.00000        -570.25600          -0.50721          -0.06568
          43.18000           0.00700           0.00000        -570.56400          -0.69846          -0.07842
          43.19000           0.00700           0.00000        -570.87600           0.00281          -0.07205
          43.20000           0.00600           0.00000        -571.17300          -0.50721          -0.08479
          43.21000           0.00600           0.00000        -571.17300           0.89533           0.06805
          43.22000           0.00600           0.00000        -571.34600           1.15034           0.08716
          43.23000           0.00600           0.00000        -571.34600           0.13031          -0.00200
          43.24000           0.00700           0.00000        -571.75200           0.44907           0.11263
          43.25000           0.00700           0.00000        -571.75200           0.51282          -0.07205
          43.26000           0.00700           0.00000        -572.08500           0.06656          -0.04658
          43.27000           0.00700           0.00000        -572.39400          -0.06095          -0.08479
          43.28000           0.00700           0.00000        -572.70000           0.83158           0.04895
          43.29000           0.00700           0.00000        -572.70000          -0.18845          -0.04658
          43.30000           0.00700           0.00000        -573.00400          -0.31595          -0.12937
          43.31000           0.00700           0.00000        -573.17600           0.00281          -0.00837
          43.32000           0.00700           0.00000        -573.17600           0.76783           0.00437
          43.33000           0.00700          -0.00100        -573.17600           0.13031          -0.09753
          43.34000           0.00700          -0.00100        -573.60300           0.64032           0.06168
          43.35000           0.00700           0.00000        -573.93000           0.32156          -0.07842
          43.36000           0.00700           0.00000        -574.23800          -0.69846          -0.00837
          43.37000           0.00800           0.00000        -574.54600          -0.50721          -0.05932
          43.38000           0.00700           0.00000        -574.84900          -0.12470           0.06168
          43.39000           0.00700           0.00000        -574.84900          -0.25220          -0.05295
          43.40000           0.00700           0.00000        -575.01500           0.57657           0.04895
          43.41000           0.00700           0.00000        -575.43200           0.19406          -0.06568
          43.42000           0.00700           0.00000        -575.43200           0.89533           0.08079
          43.43000           0.00700           0.00000        -575.76400           0.70407           0.04895
          43.44000           0.00700           0.00000        -576.06900           0.38532           0.06805
          43.45000           0.00700           0.00000        -576.37300           0.38532          -0.01474
          43.46000           0.00700           0.00000        -576.37300           0.38532           0.02984
          43.47000           0.00700           0.00100        -576.67600           1.40534           0.07442
          43.48000           0.00700           0.00100        -576.91900           0.13031           0.04258
          43.49000           0.00700           0.00100        -576.91900           1.08658           0.07442
          43.50000           0.00700           0.00100        -576.91900           0.32156           0.02347
          43.51000           0.00700           0.00100        -577.17100           1.91536           0.08079
          43.52000           0.00700           0.00000        -577.57500          -0.63471          -0.04658
          43.53000           0.00700           0.00100        -577.57500          -0.25220          -0.05932
          43.54000           0.00700           0.00100        -577.88100           0.13031           0.06168
          43.55000           0.00700           0.00000        -578.19600           0.00281           0.02984
          43.56000           0.00700           0.00000        -578.19600          -0.69846           0.01074
          43.57000           0.00700           0.00000        -578.49900           0.38532          -0.08479
          43.58000           0.00700           0.00100        -578.78300          -0.18845          -0.02110
          43.59000           0.00700           0.00100        -578.78300           0.89533           0.07442
          43.60000           0.00700           0.00100        -578.96000           1.08658           0.06805
          43.61000           0.00700           0.00100        -579.40200           0.32156           0.01074
          43.62000           0.00700           0.00100        -579.71200          -0.88972          -0.05295
          43.63000           0.00700           0.00100        -579.71200           0.89533          -0.05295
          43.64000           0.00700           0.00100        -580.01900           0.57657           0.05532
          43.65000           0.00700           0.00100        -580.32500          -0.76222          -0.09116
          43.66000           0.00700           0.00100        -580.32500           0.38532           0.04258
          43.67000           0.00700           0.00000        -580.61400           0.64032           0.06168
          43.68000           0.00700           0.00000        -580.61400           0.19406           0.04895
          43.69000           0.00700           0.00000        -580.78900          -0.31595          -0.02110
          43.70000           0.00700           0.00000        -580.78900           1.21409           0.08079
          43.71000           0.00800           0.00000        -581.22900           0.57657          -0.03384
          43.72000           0.00700           0.00000        -581.54100          -0.76222          -0.07205
          43.73000           0.00800           0.00000        -581.84600           0.00281           0.00437
          43.74000           0.00800           0.00000        -581.84600           0.57657           0.06805
          43.75000           0.00700           0.00000        -582.15100          -0.06095          -0.03384
          43.76000           0.00800           0.00000        -582.44300           0.25781           0.05532
          43.77000           0.00800           0.00000        -582.60100           1.27784           0.07442
          43.78000           0.00800           0.00000        -582.60100          -0.18845          -0.07205
          43.79000           0.00800           0.00000        -582.60100          -0.44346           0.00437
          43.80000           0.00700           0.00100        -583.04300           0.95908          -0.00200
          43.81000           0.00800           0.00000        -583.36300           0.25781          -0.02110
          43.82000           0.00700           0.00100        -583.67000           0.57657           0.04895
          43.83000           0.00700           0.00100        -583.67000          -0.06095           0.02984
          43.84000           0.00800           0.00000        -583.97500          -0.31595          -0.04021
          43.85000           0.00800           0.00000        -584.27600          -0.76222          -0.07205
          43.86000           0.00800           0.00100        -584.27600          -0.63471          -0.12300
          43.87000           0.00800           0.00000        -584.44400           0.76783          -0.07205
          43.88000           0.00900           0.00000        -584.44400           1.02283           0.09353
          43.89000           0.00800           0.00000        -584.85400           0.70407           0.06168
          43.90000           0.00800           0.00100        -585.18900          -0.37971          -0.06568
          43.91000           0.00800           0.00100        -585.49500           0.64032          -0.00200
          43.92000           0.00800           0.00100        -585.49500          -0.31595          -0.04021
          43.93000           0.00800           0.00100        -585.80700          -0.37971           0.01711
          43.94000           0.00800           0.00100        -586.11100          -0.44346          -0.07205
          43.95000           0.00800           0.00100        -586.11100          -0.57096          -0.05295
          43.96000           0.00900           0.00200        -586.35400           0.57657           0.04258
          43.97000           0.00800           0.00100        -586.61600           0.64032           0.06805
          43.98000           0.00800           0.00000        -586.61600           0.70407           0.09353
          43.99000           0.00800           0.00000        -587.01900           0.89533           0.04258
          44.00000           0.00800           0.00100        -587.33100          -0.82597          -0.07842
          44.01000           0.00800           0.00100        -587.33100           0.44907          -0.04021
          44.02000           0.00800           0.00000        -587.63600          -0.95347          -0.09116
          44.03000           0.00800           0.00100        -587.94400          -0.37971          -0.09116
          44.04000           0.00800           0.00000        -588.23100           0.13031           0.05532
          44.05000           0.00800           0.00000        -588.23100          -0.25220          -0.03384
          44.06000           0.00800           0.00000        -588.41700           0.64032           0.07442
          44.07000           0.00800           0.00000        -588.85700           1.08658           0.06805
          44.08000           0.00800           0.00100        -589.16600          -0.57096          -0.09753
          44.09000           0.00800           0.00100        -589.16600           0.44907          -0.01474
          44.10000           0.00800           0.00100        -589.47600          -0.50721          -0.05295
          44.11000           0.00800           0.00200        -589.47600          -0.37971          -0.07205
          44.12000           0.00800           0.00200        -589.78200          -1.01722          -0.04658
          44.13000           0.00800           0.00200        -589.78200          -0.12470          -0.07842
          44.14000           0.00800           0.00100        -589.78200          -0.82597          -0.02747
          44.15000           0.00800           0.00100        -590.07700           0.89533           0.04258
          44.16000           0.00900           0.00000        -590.24100          -0.63471          -0.07205
          44.17000           0.00900           0.00000        -590.24100          -0.37971          -0.03384
          44.18000           0.00800           0.00000        -590.68800          -0.31595          -0.05932
          44.19000           0.00800           0.00000        -591.00300           0.76783          -0.01474
          44.20000           0.00800           0.00000        -591.31200           0.44907           0.08079
          44.21000           0.00800           0.00000        -591.31200          -0.18845          -0.07842
          44.22000           0.00900           0.00000        -591.62000          -0.25220           0.02347
          44.23000           0.00900           0.00000        -591.62000           1.27784           0.06168
          44.24000           0.00800           0.00000        -591.91400          -0.12470           0.00437
          44.25000           0.00800           0.00000        -591.91400           1.15034           0.01711
          44.26000           0.00700           0.00000        -592.07800           0.57657           0.06168
          44.27000           0.00800           0.00000        -592.07800           0.83158           0.07442
          44.28000           0.00800           0.00000        -592.51800          -0.31595          -0.04021
          44.29000           0.00800           0.00000        -592.51800          -0.69846           0.06168
          44.30000           0.00800           0.00000        -592.51800           0.57657           0.04895
          44.31000           0.00800           0.00000        -592.83100          -0.44346          -0.05295
          44.32000           0.00800           0.00100        -593.14700           0.57657           0.03621
          44.33000           0.00800           0.00100        -593.45400           0.25781          -0.07205
          44.34000           0.00800           0.00100        -593.45400          -0.37971          -0.02110
          44.35000           0.00800           0.00000        -593.91600          -0.31595          -0.08479
          44.36000           0.00800           0.00000        -594.35800           1.21409           0.05532
          44.37000           0.00800           0.00000        -594.35800          -0.25220          -0.06568
          44.38000           0.00800           0.00000        -594.67300           0.57657           0.09353
          44.39000           0.00800           0.00000        -594.67300          -0.44346          -0.02747
          44.40000           0.00800           0.00000        -594.98300          -0.31595           0.04895
          44.41000           0.00800          -0.00100        -594.98300          -0.25220           0.01711
          44.42000           0.00800           0.00100        -595.58900           0.70407           0.06805
          44.43000           0.00800           0.00100        -595.58900          -0.31595          -0.06568
          44.44000           0.00800           0.00000        -595.75900           0.95908           0.08716
          44.45000           0.00800           0.00000        -596.19700           0.32156           0.03621
          44.46000           0.00800           0.00000        -596.19700           1.15034           0.08079
          44.47000           0.00800          -0.00100        -596.50900           0.57657           0.00437
          44.48000           0.00800           0.00000        -596.81700           0.51282           0.08079
          44.49000           0.00800           0.00000        -596.81700          -0.06095           0.06805
          44.50000           0.00800           0.00000        -597.12300           0.00281           0.05532
          44.51000           0.00800           0.00000        -597.42500           0.70407           0.01074
          44.52000           0.00800           0.00000        -597.62100          -0.82597          -0.07205
          44.53000           0.00800           0.00000        -597.62100           0.06656          -0.00837
          44.54000           0.00800           0.00000        -597.96800          -0.76222          -0.08479
          44.55000           0.00800           0.00100        -598.33200           0.00281           0.02347
          44.56000           0.00800           0.00000        -598.33200          -0.88972          -0.03384
          44.57000           0.00800           0.00000        -598.64400           1.21409           0.07442
          44.58000           0.00800          -0.00100        -598.94700          -0.31595           0.06805
          44.59000           0.00800           0.00000        -598.94700          -0.44346          -0.02747
          44.60000           0.00800           0.00000        -599.24900          -1.01722          -0.02747
          44.61000           0.00800           0.00100        -599.24900           0.70407           0.07442
          44.62000           0.00900           0.00000        -599.48700          -1.14473          -0.00837
          44.63000           0.00900           0.00100        -599.75300           0.51282          -0.05932
          44.64000           0.00900           0.00100        -599.75300           0.83158          -0.00837
          44.65000           0.00900           0.00000        -600.15400           0.76783           0.08716
          44.66000           0.00800           0.00100        -600.46500           0.70407           0.09990
          44.67000           0.00800           0.00100        -600.46500           0.95908           0.03621
          44.68000           0.00800           0.00100        -600.77300           0.95908           0.01711
          44.69000           0.00800           0.00100        -601.07700          -0.31595          -0.05932
          44.70000           0.00800           0.00000        -601.07700           0.25781          -0.05932
          44.71000           0.00800           0.00000        -601.32800           0.13031          -0.12300
          44.72000           0.00900           0.00000        -601.32800           0.19406           0.00437
          44.73000           0.00900           0.00000        -601.56500           0.44907           0.03621
          44.74000           0.00900           0.00000        -601.97600          -0.76222          -0.03384
          44.75000           0.00900           0.00000        -601.97600           1.34159           0.06168
          44.76000           0.00900           0.00100        -602.28300          -1.01722          -0.05295
          44.77000           0.00800           0.00000        -602.59000           1.02283           0.03621
          44.78000           0.00900           0.00000        -602.89100          -0.82597          -0.02110
          44.79000           0.00900           0.00000        -602.89100           1.02283           0.07442
          44.80000           0.00800           0.00100        -603.17500          -0.44346          -0.07842
          44.81000           0.00800           0.00000        -603.37600          -0.25220          -0.05932
          44.82000           0.00800           0.00100        -603.37600           0.44907           0.06168
          44.83000           0.00800           0.00100        -603.80700           0.76783           0.02984
          44.84000           0.00800           0.00000        -603.80700          -0.25220          -0.08479
          44.85000           0.00900           0.00100        -604.12000           0.57657           0.06168
          44.86000           0.00800           0.00000        -604.42500          -0.44346          -0.06568
          44.87000           0.00800           0.00000        -604.42500           0.51282           0.02984
          44.88000           0.00900          -0.00100        -604.73000          -0.63471          -0.05295
          44.89000           0.00900           0.00100        -605.02900          -0.50721          -0.06568
          44.90000           0.00900           0.00200        -605.18600           0.06656          -0.00837
          44.91000           0.00900           0.00200        -605.18600          -0.44346          -0.04658
          44.92000           0.00900           0.00000        -605.62400          -0.88972          -0.01474
          44.93000           0.00900           0.00100        -605.62400          -0.63471          -0.07842
          44.94000           0.00900           0.00100        -605.94400          -0.31595           0.04895
          44.95000           0.00900           0.00100        -605.94400          -0.44346          -0.05295
          44.96000           0.00900           0.00000        -606.25400          -0.25220           0.04895
          44.97000           0.00800           0.00000        -606.56200           0.32156           0.03621
          44.98000           0.00800           0.00000        -606.86200          -0.82597          -0.05295
          44.99000           0.00800           0.00000        -606.86200          -0.69846          -0.03384
          45.00000           0.00900           0.00000        -607.05400           0.13031           0.04895
          45.01000           0.00900           0.00100        -607.41700           0.64032          -0.02747
          45.02000           0.00900           0.00100        -607.41700          -1.20848          -0.02747
          45.03000           0.00900           0.00100        -607.41700           0.76783           0.08079
          45.04000           0.00900           0.00000        -607.77000          -0.06095           0.08079
          45.05000           0.00900           0.00100        -607.77000           0.89533          -0.00200
          45.06000           0.00800           0.00100        -608.08800          -0.25220           0.08716
          45.07000           0.00900           0.00100        -608.39700           1.02283           0.06168
          45.08000           0.00900           0.00000        -608.39700           0.76783           0.05532
          45.09000           0.00900           0.00000        -608.70200          -0.37971          -0.10389
          45.10000           0.00800           0.00000        -608.94600          -1.33598          -0.00200
          45.11000           0.00800           0.00000        -608.94600           1.08658          -0.02110
          45.12000           0.00900           0.00100        -609.20600          -0.31595          -0.10389
          45.13000           0.00900           0.00000        -609.61500           0.06656          -0.05932
          45.14000           0.00800           0.00000        -609.92400           0.13031           0.08079
          45.15000           0.00900           0.00000        -609.92400          -0.63471          -0.03384
          45.16000           0.00900           0.00000        -610.23100          -0.69846          -0.04021
          45.17000           0.00900           0.00000        -610.53700          -0.69846          -0.03384
          45.18000           0.00900           0.00000        -610.53700           0.19406           0.04258
          45.19000           0.00900           0.00000        -610.81200          -0.69846          -0.07205
          45.20000           0.00900           0.00000        -610.81200           0.13031           0.01711
          45.21000           0.00900           0.00100        -611.01400          -0.18845           0.07442
          45.22000           0.00800           0.00100        -611.01400          -0.12470           0.08079
          45.23000           0.00800           0.00100        -611.44400          -1.01722           0.01074
          45.24000           0.00900           0.00000        -611.75400          -1.71849          -0.04021
          45.25000           0.00900           0.00000        -612.06100          -1.08097          -0.00200
          45.26000           0.00900           0.00000        -612.06100          -1.84599           0.04258
          45.27000           0.00900           0.00100        -612.36600          -1.59099           0.06805
          45.28000           0.00800           0.00100        -612.83800          -2.22850          -0.05295
          45.29000           0.00800           0.00000        -612.83800          -1.01722           0.02347
          45.30000           0.01000           0.00000        -613.27400          -0.76222           0.05532
          45.31000           0.00800           0.00000        -613.58400          -1.08097          -0.07205
          45.32000           0.00800           0.00000        -613.58400          -1.84599          -0.05932
          45.33000           0.00800           0.00100        -613.58400          -0.37971           0.01711
          45.34000           0.00900           0.00000        -613.89500          -0.12470           0.06168
          45.35000           0.00800           0.00000        -614.20200          -1.39973          -0.07205
          45.36000           0.00800          -0.00100        -614.20200          -1.01722           0.02347
          45.37000           0.00800           0.00000        -614.46200          -0.44346          -0.06568
          45.38000           0.00800           0.00000        -614.68900          -1.33598           0.08079
          45.39000           0.00800           0.00000        -614.68900          -0.76222          -0.00200
          45.40000           0.00800          -0.00100        -615.11000          -1.39973          -0.09116
          45.41000           0.00800          -0.00100        -615.11000          -1.46348          -0.05932
          45.42000           0.00800           0.00000        -615.42300          -1.33598           0.04895
          45.43000           0.00800           0.00000        -615.73600          -0.37971          -0.07842
          45.44000           0.00800           0.00000        -615.73600           0.32156           0.08079
          45.45000           0.00800           0.00000        -616.03900           1.53285           0.06805
          45.46000           0.00800           0.00000        -616.33100          -0.50721          -0.09116
          45.47000           0.00900           0.00000        -616.48800           1.91536          -0.02747
          45.48000           0.00900           0.00000        -616.48800          -1.08097          -0.06568
          45.49000           0.00900           0.00000        -616.93000          -0.31595           0.07442
          45.50000           0.00800           0.00000        -617.24300          -1.01722          -0.06568
          45.51000           0.00800           0.00000        -617.24300           0.32156          -0.03384
          45.52000           0.00800           0.00000        -617.55000          -0.88972          -0.00837
          45.53000           0.00900           0.00000        -617.85300           0.64032           0.03621
          45.54000           0.00800           0.00000        -618.15600           0.25781           0.09353
          45.55000           0.00800           0.00000        -618.15600           2.29787           0.03621
          45.56000           0.00900           0.00000        -618.33100           0.38532           0.08716
          45.57000           0.00900           0.00000        -618.33100           3.25414          -0.00837
          45.58000           0.00800           0.00000        -618.73700           1.46909           0.06805
          45.59000           0.00900          -0.00100        -619.06700          -0.63471          -0.02747
          45.60000           0.00900          -0.00100        -619.06700           0.06656          -0.03384
          45.61000           0.00900           0.00000        -619.37500           0.57657           0.08716
          45.62000           0.00900           0.00000        -619.68200           0.00281          -0.05932
          45.63000           0.00900           0.00000        -619.68200           0.76783          -0.02747
          45.64000           0.00900           0.00000        -619.98400           1.91536           0.07442
          45.65000           0.00800          -0.00100        -620.17200           0.70407           0.08716
          45.66000           0.00800          -0.00100        -620.17200           1.59660          -0.02110
          45.67000           0.00900           0.00000        -620.17200           1.97911           0.01711
          45.68000           0.00900           0.00100        -620.54200           2.17036          -0.08479
          45.69000           0.00900           0.00100        -620.54200           2.48912           0.08716
          45.70000           0.00900           0.00100        -620.89300           0.76783          -0.04658
          45.71000           0.00900           0.00000        -621.20000           1.21409          -0.02110
          45.72000           0.00900           0.00000        -621.50800           1.02283          -0.07205
          45.73000           0.00900           0.00000        -621.50800           1.91536           0.04258
          45.74000           0.00900           0.00000        -621.80800           2.61662           0.02347
          45.75000           0.00900           0.00000        -622.34200           2.80788           0.08716
          45.76000           0.00900           0.00000        -622.34200           1.78785          -0.09116
          45.77000           0.00900           0.00000        -622.34200           3.89166           0.01074
          45.78000           0.00900           0.00000        -622.71200           1.40534          -0.08479
          45.79000           0.00800           0.00000        -623.02000           3.70040           0.07442
          45.80000           0.00800           0.00000        -623.02000           3.38164           0.04895
          45.81000           0.00800           0.00000        -623.33400           3.57290           0.02347
          45.82000           0.00800           0.00000        -623.89500           3.19039          -0.05932
          45.83000           0.00800           0.00000        -623.89500           4.14666           0.06168
          45.84000           0.00800           0.00100        -624.11900           0.51282          -0.07842
          45.85000           0.00900           0.00000        -624.11900           2.55287          -0.09116
          45.86000           0.00800           0.00000        -624.53800           2.99913           0.03621
          45.87000           0.00800           0.00000        -624.53800           4.91169           0.02347
          45.88000           0.00800           0.00000        -624.53800           4.65668           0.02347
          45.89000           0.00800           0.00000        -624.84500           4.72043          -0.11663
          45.90000           0.00800           0.00000        -625.15500           4.33792          -0.03384
          45.91000           0.00800           0.00000        -625.45900           4.97544           0.07442
          45.92000           0.00800           0.00000        -625.45900           3.06289           0.01074
          45.93000           0.00900           0.00100        -625.75700           3.63665          -0.01474
          45.94000           0.00800           0.00000        -625.75700           6.37797           0.06168
          45.95000           0.00900           0.00000        -625.91900           2.80788           0.04895
          45.96000           0.00900           0.00000        -626.35900           2.04286          -0.04021
          45.97000           0.00900           0.00000        -626.35900           4.72043           0.08716
          45.98000           0.00800           0.00000        -626.67500           4.52917          -0.00200
          45.99000           0.00800           0.00000        -626.67500           6.18672           0.06168
          46.00000           0.00800           0.00000        -626.98400           4.08291          -0.06568
          46.01000           0.00800           0.00100        -626.98400           4.91169           0.08079
          46.02000           0.00800           0.00100        -627.28800           4.40167           0.03621
          46.03000           0.00800           0.00200        -627.59400           5.61295          -0.03384
          46.04000           0.00800           0.00200        -627.76900           7.65301           0.02347
          46.05000           0.00800           0.00100        -628.17000           9.18305           0.06805
          46.06000           0.00800           0.00100        -628.50700           5.74046           0.04895
          46.07000           0.00800           0.00100        -628.50700           4.08291          -0.04021
          46.08000           0.00800           0.00100        -628.81500           5.23044           0.02347
          46.09000           0.00800           0.00000        -628.81500           6.31422           0.04895
          46.10000           0.00800           0.00000        -629.12600           7.39800           0.05532
          46.11000           0.00800           0.00000        -629.42700           6.05922          -0.05295
          46.12000           0.00800           0.00000        -629.42700           4.91169          -0.00837
          46.13000           0.00700           0.00000        -629.64900           4.52917          -0.03384
          46.14000           0.00800           0.00000        -629.95500           4.59293          -0.02747
          46.15000           0.00800           0.00000        -629.95500           7.90801          -0.05932
          46.16000           0.00900           0.00100        -630.33600           6.37797          -0.02110
          46.17000           0.00800           0.00100        -630.95600           8.60928           0.04258
          46.18000           0.00800           0.00100        -630.95600           9.05554           0.01074
          46.19000           0.00800           0.00100        -631.26000           7.07924          -0.04021
          46.20000           0.00800           0.00100        -631.50300           6.95174          -0.06568
          46.21000           0.00800           0.00100        -631.50300           5.93171          -0.07205
          46.22000           0.00800          -0.00100        -631.76300           6.88799           0.03621
          46.23000           0.00800           0.00000        -631.76300           7.20675           0.05532
          46.24000           0.00800           0.00100        -632.16700           8.22677          -0.05295
          46.25000           0.00800           0.00000        -632.16700           9.24680           0.03621
          46.26000           0.00800           0.00000        -632.47500           8.41803          -0.04658
          46.27000           0.00800           0.00000        -632.78300           8.03552          -0.11026
          46.28000           0.00800           0.00000        -632.78300           7.52550          -0.04021
          46.29000           0.00800           0.00000        -632.78300           8.80054           0.02347
          46.30000           0.00800           0.00000        -633.08900           6.56923          -0.07205
          46.31000           0.00800           0.00000        -633.31400          10.77684           0.04895
          46.32000           0.00900           0.00000        -633.62500           8.86429          -0.00200
          46.33000           0.00900           0.00000        -633.62500          10.13932           0.05532
          46.34000           0.00900           0.00000        -634.00700           8.09927          -0.00837
          46.35000           0.00800           0.00100        -634.31600           8.80054          -0.00200
          46.36000           0.00800           0.00100        -634.31600          10.13932           0.07442
          46.37000           0.00800           0.00000        -634.62500          10.77684          -0.07842
          46.38000           0.00800           0.00000        -634.92900           9.69306          -0.04021
          46.39000           0.00800           0.00000        -634.92900          10.64934           0.05532
          46.40000           0.00800           0.00000        -634.92900           7.39800          -0.01474
          46.41000           0.00800           0.00000        -635.17100          12.30688           0.01711
          46.42000           0.00800           0.00000        -635.44100          11.54186           0.02347
          46.43000           0.00800           0.00000        -635.83800          10.45808           0.08716
          46.44000           0.00800           0.00000        -635.83800           8.80054           0.06168
          46.45000           0.00800           0.00000        -636.14400           9.31055          -0.07842
          46.46000           0.00800           0.00000        -636.45200          12.37063          -0.06568
          46.47000           0.00800           0.00000        -636.45200          12.30688           0.07442
          46.48000           0.00800          -0.00100        -636.75500           9.69306           0.09353
          46.49000           0.00800           0.00000        -637.04900           8.80054           0.03621
          46.50000           0.00900           0.00000        -637.20700           5.99546           0.00437
          46.51000           0.00900           0.00000        -637.20700          11.54186           0.05532
          46.52000           0.00900           0.00000        -637.65100          11.35061           0.04258
          46.53000           0.00800           0.00100        -637.65100          15.94073           0.01711
          46.54000           0.00800           0.00100        -637.96200          15.43071          -0.02747
          46.55000           0.00900           0.00000        -637.96200          14.28318          -0.07205
          46.56000           0.00900           0.00000        -638.27400          13.77317          -0.09116
          46.57000           0.00800           0.00000        -638.58100          10.07557          -0.07842
          46.58000           0.00800           0.00000        -638.88000          10.01182          -0.02110
          46.59000           0.00800           0.00000        -638.88000           8.35428          -0.00837
          46.60000           0.00800           0.00000        -639.04600          11.35061          -0.02747
          46.61000           0.00900           0.00000        -639.46600          13.58191          -0.07205
          46.62000           0.00900           0.00000        -639.46600          14.79320           0.08716
          46.63000           0.00900           0.00000        -639.79400          12.11563          -0.05295
          46.64000           0.00900           0.00000        -639.79400          13.26316          -0.01474
          46.65000           0.00900           0.00000        -640.10400          11.98812          -0.07842
          46.66000           0.00900           0.00000        -640.40900          12.43438           0.01711
          46.67000           0.00900           0.00000        -640.40900          12.68939          -0.08479
          46.68000           0.00900           0.00000        -640.71300          13.83692           0.06168
          46.69000           0.00900           0.00000        -640.88100          16.38699          -0.00200
          46.70000           0.00900           0.00000        -640.88100          13.26316           0.04895
          46.71000           0.00900           0.00100        -641.29000          13.70942          -0.04658
          46.72000           0.00900           0.00100        -641.61800          11.66936          -0.12300
          46.73000           0.00900           0.00100        -641.92500          13.58191          -0.00200
          46.74000           0.00900           0.00100        -641.92500          14.09193           0.05532
          46.75000           0.00900           0.00000        -642.22800          12.81689          -0.05295
          46.76000           0.00900           0.00000        -642.22800          13.96442          -0.03384
          46.77000           0.00900           0.00100        -642.52800          14.41069          -0.08479
          46.78000           0.00900           0.00100        -642.72000          13.13565           0.02347
          46.79000           0.00900           0.00100        -642.72000          16.89700          -0.05295
